account_id,IN,OUT,B,Months_Count,IN/M,OUT/M,B/M
714,149769,135399,14370,25,5990.76,5415.96,574.8
715,497594,463757,33837,28,17771.214285714286,16562.75,1208.4642857142858
716,1100917,1033790,67127,51,21586.607843137255,20270.392156862745,1316.2156862745098
717,1522641,1498288,24353,68,22391.779411764706,22033.647058823528,358.13235294117646
718,1413016,1369372,43644,33,42818.666666666664,41496.121212121216,1322.5454545454545
719,277127,216330,60797,60,4618.783333333334,3605.5,1013.2833333333333
720,291657,276752,14905,41,7113.585365853659,6750.048780487805,363.5365853658537
721,216479,192841,23638,64,3382.484375,3013.140625,369.34375
722,467442,454138,13304,19,24602.21052631579,23902.0,700.2105263157895
725,155284,119097,36187,29,5354.620689655172,4106.793103448276,1247.8275862068965
726,388347,368000,20347,58,6695.637931034483,6344.827586206897,350.8103448275862
727,34000,1400,32600,11,3090.909090909091,127.27272727272727,2963.6363636363635
728,339971,318464,21507,37,9188.405405405405,8607.135135135135,581.2702702702703
729,70126,46783,23343,22,3187.5454545454545,2126.5,1061.0454545454545
730,2880759,2798085,82674,64,45011.859375,43720.078125,1291.78125
731,173577,156457,17120,41,4233.585365853659,3816.0243902439024,417.5609756097561
732,580458,542693,37765,30,19348.6,18089.766666666666,1258.8333333333333
733,2010456,1926057,84399,43,46754.79069767442,44792.023255813954,1962.7674418604652
734,114958,97424,17534,32,3592.4375,3044.5,547.9375
735,92308,62130,30178,15,6153.866666666667,4142.0,2011.8666666666666
736,53663,30592,23071,12,4471.916666666667,2549.3333333333335,1922.5833333333333
737,280608,258122,22486,60,4676.8,4302.033333333334,374.76666666666665
738,1689859,1625941,63918,66,25603.924242424244,24635.469696969696,968.4545454545455
739,858459,801392,57067,33,26013.909090909092,24284.60606060606,1729.3030303030303
740,71019,48300,22719,55,1291.2545454545455,878.1818181818181,413.07272727272726
741,522038,465465,56573,53,9849.77358490566,8782.358490566037,1067.4150943396226
742,256852,230042,26810,59,4353.423728813559,3899.0169491525426,454.40677966101697
743,281328,256963,24365,61,4611.934426229508,4212.508196721312,399.42622950819674
744,409020,368760,40260,69,5927.826086956522,5344.347826086957,583.4782608695652
745,73375,47955,25420,14,5241.071428571428,3425.3571428571427,1815.7142857142858
746,227049,192158,34891,43,5280.209302325581,4468.790697674419,811.4186046511628
747,375359,357180,18179,64,5864.984375,5580.9375,284.046875
748,884912,789153,95759,68,13013.411764705883,11605.191176470587,1408.2205882352941
749,225167,194971,30196,21,10722.238095238095,9284.333333333334,1437.904761904762
750,1175319,1136455,38864,63,18655.85714285714,18038.968253968254,616.8888888888889
751,297905,278619,19286,67,4446.3432835820895,4158.492537313433,287.85074626865674
752,296475,271763,24712,23,12890.217391304348,11815.782608695652,1074.4347826086957
753,189856,171293,18563,28,6780.571428571428,6117.607142857143,662.9642857142857
754,267421,245349,22072,42,6367.166666666667,5841.642857142857,525.5238095238095
755,413365,345450,67915,15,27557.666666666668,23030.0,4527.666666666667
756,98518,11100,87418,46,2141.695652173913,241.30434782608697,1900.391304347826
757,575944,497950,77994,65,8860.676923076922,7660.7692307692305,1199.9076923076923
758,34800,8000,26800,11,3163.6363636363635,727.2727272727273,2436.3636363636365
759,332442,224832,107610,64,5194.40625,3513.0,1681.40625
760,231886,200140,31746,19,12204.526315789473,10533.684210526315,1670.842105263158
761,102419,33200,69219,55,1862.1636363636364,603.6363636363636,1258.5272727272727
762,230867,216580,14287,38,6075.4473684210525,5699.473684210527,375.9736842105263
763,612670,571932,40738,46,13318.91304347826,12433.304347826086,885.6086956521739
764,450685,429210,21475,71,6347.6760563380285,6045.211267605634,302.46478873239437
765,152800,99450,53350,24,6366.666666666667,4143.75,2222.9166666666665
766,724527,632989,91538,32,22641.46875,19780.90625,2860.5625
767,927313,906919,20394,45,20606.955555555556,20153.755555555555,453.2
768,121304,82577,38727,17,7135.529411764706,4857.470588235294,2278.0588235294117
770,292897,245930,46967,27,10848.037037037036,9108.518518518518,1739.5185185185185
771,766833,731580,35253,35,21909.514285714286,20902.285714285714,1007.2285714285714
772,1867279,1794580,72699,71,26299.704225352114,25275.774647887323,1023.9295774647887
773,974547,908924,65623,66,14765.863636363636,13771.575757575758,994.2878787878788
774,530676,465860,64816,66,8040.545454545455,7058.484848484848,982.060606060606
775,1068565,983453,85112,48,22261.770833333332,20488.604166666668,1773.1666666666667
776,669873,579854,90019,31,21608.8064516129,18704.967741935485,2903.8387096774195
777,662916,592371,70545,12,55243.0,49364.25,5878.75
778,57400,20400,37000,26,2207.6923076923076,784.6153846153846,1423.076923076923
779,487360,453765,33595,28,17405.714285714286,16205.892857142857,1199.8214285714287
780,718302,667005,51297,32,22446.9375,20843.90625,1603.03125
781,145055,131543,13512,46,3153.3695652173915,2859.6304347826085,293.7391304347826
782,386550,333321,53229,14,27610.714285714286,23808.64285714286,3802.0714285714284
783,74998,48110,26888,15,4999.866666666667,3207.3333333333335,1792.5333333333333
784,1418574,1396935,21639,56,25331.678571428572,24945.26785714286,386.4107142857143
785,494843,449197,45646,16,30927.6875,28074.8125,2852.875
786,773364,707133,66231,40,19334.1,17678.325,1655.775
787,479960,452587,27373,61,7868.196721311476,7419.459016393443,448.73770491803276
788,167841,137285,30556,30,5594.7,4576.166666666667,1018.5333333333333
789,307612,286872,20740,46,6687.217391304348,6236.347826086957,450.8695652173913
790,1899272,1870254,29018,67,28347.34328358209,27914.238805970148,433.1044776119403
791,177835,153213,24622,36,4939.861111111111,4255.916666666667,683.9444444444445
792,79352,60409,18943,16,4959.5,3775.5625,1183.9375
793,252055,232681,19374,71,3550.0704225352115,3277.1971830985917,272.8732394366197
794,62392,44355,18037,20,3119.6,2217.75,901.85
795,363905,288222,75683,47,7742.659574468085,6132.382978723404,1610.276595744681
796,198586,175514,23072,22,9026.636363636364,7977.909090909091,1048.7272727272727
797,947930,908924,39006,25,37917.2,36356.96,1560.24
798,162824,113239,49585,32,5088.25,3538.71875,1549.53125
799,40450,31100,9350,34,1189.7058823529412,914.7058823529412,275.0
800,85148,53008,32140,12,7095.666666666667,4417.333333333333,2678.3333333333335
801,125045,109209,15836,17,7355.588235294118,6424.058823529412,931.5294117647059
802,264814,219913,44901,48,5516.958333333333,4581.520833333333,935.4375
803,1298613,1285824,12789,39,33297.769230769234,32969.846153846156,327.9230769230769
804,344293,272795,71498,34,10126.264705882353,8023.382352941177,2102.8823529411766
805,435130,425805,9325,24,18130.416666666668,17741.875,388.5416666666667
806,91555,72351,19204,26,3521.346153846154,2782.730769230769,738.6153846153846
807,1057818,1026479,31339,42,25186.14285714286,24439.97619047619,746.1666666666666
808,709001,678905,30096,42,16880.97619047619,16164.404761904761,716.5714285714286
809,769579,729883,39696,36,21377.194444444445,20274.527777777777,1102.6666666666667
810,185468,155013,30455,37,5012.648648648648,4189.540540540541,823.1081081081081
811,578441,522360,56081,16,36152.5625,32647.5,3505.0625
812,609698,574849,34849,28,21774.928571428572,20530.321428571428,1244.607142857143
813,978828,943554,35274,70,13983.257142857143,13479.342857142858,503.9142857142857
814,185255,167458,17797,26,7125.192307692308,6440.692307692308,684.5
815,191626,175436,16190,64,2994.15625,2741.1875,252.96875
816,2825852,2724924,100928,64,44153.9375,42576.9375,1577.0
817,1332934,1289795,43139,57,23384.80701754386,22627.98245614035,756.8245614035088
819,935495,873805,61690,44,21261.25,19859.204545454544,1402.0454545454545
820,535099,469896,65203,37,14462.135135135135,12699.891891891892,1762.2432432432433
821,159582,138423,21159,33,4835.818181818182,4194.636363636364,641.1818181818181
822,189282,158518,30764,26,7280.076923076923,6096.846153846154,1183.2307692307693
823,51245,26240,25005,15,3416.3333333333335,1749.3333333333333,1667.0
824,336047,281988,54059,33,10183.242424242424,8545.09090909091,1638.1515151515152
825,624045,582306,41739,33,18910.454545454544,17645.636363636364,1264.8181818181818
826,265327,240915,24412,26,10204.884615384615,9265.961538461539,938.9230769230769
827,118845,89895,28950,34,3495.4411764705883,2643.970588235294,851.4705882352941
828,338435,318146,20289,22,15383.40909090909,14461.181818181818,922.2272727272727
829,85646,54335,31311,25,3425.84,2173.4,1252.44
830,1281534,1223935,57599,70,18307.628571428573,17484.785714285714,822.8428571428572
831,95319,77983,17336,27,3530.3333333333335,2888.259259259259,642.074074074074
832,101548,82325,19223,31,3275.7419354838707,2655.6451612903224,620.0967741935484
833,159994,131673,28321,28,5714.071428571428,4702.607142857143,1011.4642857142857
834,86943,67975,18968,19,4575.9473684210525,3577.6315789473683,998.3157894736842
836,242617,194215,48402,29,8366.103448275862,6697.068965517241,1669.0344827586207
837,1483371,1432520,50851,63,23545.571428571428,22738.4126984127,807.1587301587301
838,64128,59900,4228,61,1051.27868852459,981.9672131147541,69.31147540983606
839,1266666,1199452,67214,47,26950.340425531915,25520.255319148935,1430.0851063829787
840,911181,848429,62752,33,27611.545454545456,25709.969696969696,1901.5757575757575
841,366402,323587,42815,61,6006.5901639344265,5304.704918032787,701.8852459016393
842,224798,206928,17870,44,5109.045454545455,4702.909090909091,406.1363636363636
843,81950,65328,16622,20,4097.5,3266.4,831.1
844,2864785,2803053,61732,56,51156.875,50054.517857142855,1102.357142857143
845,326269,253013,73256,12,27189.083333333332,21084.416666666668,6104.666666666667
846,1481405,1367420,113985,33,44891.06060606061,41436.969696969696,3454.090909090909
847,242188,186410,55778,29,8351.310344827587,6427.931034482759,1923.3793103448277
848,331298,276235,55063,30,11043.266666666666,9207.833333333334,1835.4333333333334
849,522839,523254,-415,35,14938.257142857143,14950.114285714286,-11.857142857142858
850,695839,647062,48777,21,33135.19047619047,30812.47619047619,2322.714285714286
851,1687883,1683425,4458,51,33095.74509803922,33008.333333333336,87.41176470588235
852,45486,27393,18093,14,3249.0,1956.642857142857,1292.357142857143
853,604121,577579,26542,33,18306.696969696968,17502.39393939394,804.3030303030303
854,729531,684966,44565,63,11579.857142857143,10872.47619047619,707.3809523809524
855,923076,851336,71740,57,16194.315789473685,14935.719298245614,1258.5964912280701
856,487282,444664,42618,33,14766.121212121212,13474.666666666666,1291.4545454545455
857,291034,269311,21723,63,4619.587301587301,4274.777777777777,344.8095238095238
858,737599,678800,58799,29,25434.44827586207,23406.896551724138,2027.551724137931
859,204331,163710,40621,16,12770.6875,10231.875,2538.8125
860,1011346,981864,29482,69,14657.188405797102,14229.91304347826,427.27536231884056
861,1262711,1243687,19024,63,20043.031746031746,19741.06349206349,301.968253968254
862,3438705,3335646,103059,70,49124.357142857145,47652.08571428571,1472.2714285714285
863,2976646,2920934,55712,67,44427.55223880597,43596.02985074627,831.5223880597015
864,129026,98867,30159,17,7589.764705882353,5815.705882352941,1774.0588235294117
865,116958,95886,21072,33,3544.181818181818,2905.6363636363635,638.5454545454545
866,1019250,958722,60528,71,14355.633802816901,13503.12676056338,852.5070422535211
867,384906,362296,22610,13,29608.153846153848,27868.923076923078,1739.2307692307693
868,208548,185840,22708,19,10976.21052631579,9781.052631578947,1195.157894736842
869,25800,15500,10300,15,1720.0,1033.3333333333333,686.6666666666666
870,365536,344222,21314,45,8123.022222222222,7649.377777777778,473.64444444444445
871,767534,748917,18617,27,28427.185185185186,27737.666666666668,689.5185185185185
872,174377,128046,46331,23,7581.608695652174,5567.217391304348,2014.391304347826
873,184475,171128,13347,20,9223.75,8556.4,667.35
874,623299,581274,42025,33,18887.848484848484,17614.363636363636,1273.4848484848485
875,289765,246753,43012,43,6738.720930232558,5738.441860465116,1000.2790697674419
876,88476,77109,11367,14,6319.714285714285,5507.785714285715,811.9285714285714
877,241789,198926,42863,31,7799.645161290323,6416.967741935484,1382.6774193548388
878,778731,717716,61015,30,25957.7,23923.866666666665,2033.8333333333333
879,61136,45156,15980,18,3396.4444444444443,2508.6666666666665,887.7777777777778
880,471874,436669,35205,24,19661.416666666668,18194.541666666668,1466.875
882,904444,819685,84759,69,13107.884057971014,11879.492753623188,1228.391304347826
883,1087445,1056230,31215,60,18124.083333333332,17603.833333333332,520.25
884,212381,191654,20727,60,3539.6833333333334,3194.233333333333,345.45
885,1524061,1435719,88342,66,23091.833333333332,21753.31818181818,1338.5151515151515
886,1359713,1265823,93890,66,20601.71212121212,19179.136363636364,1422.5757575757575
887,312121,295001,17120,67,4658.522388059701,4403.0,255.52238805970148
888,161771,142349,19422,26,6221.961538461538,5474.961538461538,747.0
889,60795,35641,25154,12,5066.25,2970.0833333333335,2096.1666666666665
890,581181,546542,34639,70,8302.585714285715,7807.742857142857,494.84285714285716
891,190069,145524,44545,31,6131.258064516129,4694.322580645161,1436.9354838709678
892,434286,380506,53780,69,6294.0,5514.579710144928,779.4202898550725
893,1078119,986905,91214,44,24502.704545454544,22429.659090909092,2073.0454545454545
894,270657,254705,15952,40,6766.425,6367.625,398.8
895,103598,85841,17757,33,3139.3333333333335,2601.242424242424,538.0909090909091
896,458641,443415,15226,42,10920.02380952381,10557.5,362.5238095238095
897,2426915,2355253,71662,68,35689.92647058824,34636.07352941176,1053.8529411764705
898,653446,609294,44152,33,19801.39393939394,18463.454545454544,1337.939393939394
899,1178926,1124931,53995,66,17862.515151515152,17044.409090909092,818.1060606060606
900,565339,542505,22834,56,10095.339285714286,9687.589285714286,407.75
901,256181,212635,43546,53,4833.603773584906,4011.9811320754716,821.622641509434
902,601886,580785,21101,66,9119.484848484848,8799.772727272728,319.7121212121212
903,266322,246010,20312,60,4438.7,4100.166666666667,338.53333333333336
904,1169815,1063780,106035,57,20523.070175438595,18662.80701754386,1860.2631578947369
905,249970,228148,21822,24,10415.416666666666,9506.166666666666,909.25
906,41612,24265,17347,12,3467.6666666666665,2022.0833333333333,1445.5833333333333
907,263497,247161,16336,65,4053.8,3802.476923076923,251.3230769230769
908,312473,292630,19843,56,5579.875,5225.535714285715,354.3392857142857
909,48583,27165,21418,15,3238.866666666667,1811.0,1427.8666666666666
910,121191,86526,34665,22,5508.681818181818,3933.0,1575.6818181818182
911,625538,598618,26920,28,22340.64285714286,21379.214285714286,961.4285714285714
912,71632,52935,18697,20,3581.6,2646.75,934.85
913,502427,460738,41689,31,16207.322580645161,14862.516129032258,1344.8064516129032
914,215437,188708,26729,61,3531.754098360656,3093.5737704918033,438.1803278688525
915,2011536,1930223,81313,47,42798.63829787234,41068.574468085106,1730.063829787234
916,486144,452101,34043,28,17362.285714285714,16146.464285714286,1215.8214285714287
917,369224,312396,56828,38,9716.421052631578,8220.947368421053,1495.4736842105262
918,466746,427583,39163,28,16669.5,15270.82142857143,1398.6785714285713
919,270567,232195,38372,21,12884.142857142857,11056.904761904761,1827.2380952380952
920,151514,135993,15521,27,5611.62962962963,5036.777777777777,574.8518518518518
921,182208,156958,25250,26,7008.0,6036.846153846154,971.1538461538462
922,337979,275178,62801,44,7681.340909090909,6254.045454545455,1427.2954545454545
923,202913,173270,29643,34,5968.029411764706,5096.176470588235,871.8529411764706
924,142194,122318,19876,36,3949.8333333333335,3397.722222222222,552.1111111111111
925,1423453,1365845,57608,70,20335.042857142857,19512.071428571428,822.9714285714285
926,125585,100581,25004,25,5023.4,4023.24,1000.16
927,269232,244483,24749,20,13461.6,12224.15,1237.45
928,668948,604789,64159,68,9837.470588235294,8893.95588235294,943.5147058823529
929,668728,638723,30005,65,10288.123076923077,9826.507692307692,461.61538461538464
930,1064512,1010916,53596,64,16633.0,15795.5625,837.4375
931,403361,384653,18708,62,6505.822580645161,6204.080645161291,301.741935483871
932,146233,117980,28253,29,5042.517241379311,4068.2758620689656,974.2413793103449
933,248570,217368,31202,37,6718.108108108108,5874.810810810811,843.2972972972973
934,79639,45228,34411,13,6126.076923076923,3479.076923076923,2647.0
935,78063,61435,16628,24,3252.625,2559.7916666666665,692.8333333333334
936,156302,133425,22877,33,4736.424242424242,4043.181818181818,693.2424242424242
937,181720,150591,31129,40,4543.0,3764.775,778.225
938,85799,56076,29723,12,7149.916666666667,4673.0,2476.9166666666665
939,166103,144946,21157,50,3322.06,2898.92,423.14
940,2070538,1961413,109125,49,42255.87755102041,40028.836734693876,2227.0408163265306
941,381462,355900,25562,54,7064.111111111111,6590.740740740741,473.3703703703704
942,429164,355080,74084,64,6705.6875,5548.125,1157.5625
943,234901,207788,27113,70,3355.7285714285713,2968.4,387.3285714285714
944,1305917,1253120,52797,69,18926.333333333332,18161.159420289856,765.1739130434783
945,303320,276340,26980,28,10832.857142857143,9869.285714285714,963.5714285714286
946,691126,657565,33561,35,19746.457142857143,18787.571428571428,958.8857142857142
947,443575,392134,51441,67,6620.522388059701,5852.746268656716,767.776119402985
949,526259,474404,51855,34,15478.20588235294,13953.058823529413,1525.1470588235295
950,1512616,1426715,85901,64,23634.625,22292.421875,1342.203125
951,146724,126433,20291,32,4585.125,3951.03125,634.09375
952,173199,118034,55165,13,13323.0,9079.538461538461,4243.461538461538
953,169372,143088,26284,41,4131.024390243902,3489.951219512195,641.0731707317074
954,264679,233660,31019,35,7562.257142857143,6676.0,886.2571428571429
955,465294,410024,55270,29,16044.620689655172,14138.758620689656,1905.8620689655172
956,468649,396840,71809,60,7810.816666666667,6614.0,1196.8166666666666
957,157214,144187,13027,36,4367.055555555556,4005.1944444444443,361.8611111111111
958,204424,187050,17374,30,6814.133333333333,6235.0,579.1333333333333
959,163211,139076,24135,34,4800.323529411765,4090.470588235294,709.8529411764706
960,2232901,2154411,78490,49,45569.4081632653,43967.57142857143,1601.8367346938776
961,213682,188445,25237,14,15263.0,13460.357142857143,1802.642857142857
962,390998,375609,15389,30,13033.266666666666,12520.3,512.9666666666667
963,578036,494822,83214,28,20644.14285714286,17672.214285714286,2971.9285714285716
964,332876,284500,48376,53,6280.679245283019,5367.924528301887,912.7547169811321
965,366733,348365,18368,64,5730.203125,5443.203125,287.0
966,46579,23855,22724,14,3327.0714285714284,1703.9285714285713,1623.142857142857
967,571870,513298,58572,28,20423.928571428572,18332.071428571428,2091.8571428571427
968,461389,433106,28283,37,12469.972972972973,11705.567567567568,764.4054054054054
969,482718,417270,65448,59,8181.661016949152,7072.372881355932,1109.2881355932204
970,332154,256200,75954,17,19538.470588235294,15070.588235294117,4467.882352941177
971,326058,297720,28338,29,11243.379310344828,10266.206896551725,977.1724137931035
972,84654,64887,19767,27,3135.3333333333335,2403.222222222222,732.1111111111111
973,294677,270589,24088,49,6013.816326530612,5522.224489795918,491.59183673469386
974,1571497,1515095,56402,58,27094.775862068964,26122.327586206895,972.448275862069
975,141012,120365,20647,26,5423.538461538462,4629.423076923077,794.1153846153846
976,806411,751750,54661,35,23040.314285714285,21478.571428571428,1561.7428571428572
977,1122418,1022763,99655,68,16506.147058823528,15040.632352941177,1465.514705882353
978,432280,350063,82217,64,6754.375,5469.734375,1284.640625
979,1373442,1329139,44303,70,19620.6,18987.7,632.9
980,316388,259084,57304,24,13182.833333333334,10795.166666666666,2387.6666666666665
981,1146107,1041689,104418,45,25469.044444444444,23148.644444444446,2320.4
982,462138,441001,21137,70,6601.971428571429,6300.0142857142855,301.95714285714286
984,376437,349950,26487,29,12980.586206896553,12067.241379310344,913.3448275862069
985,188603,167727,20876,55,3429.1454545454544,3049.581818181818,379.56363636363636
986,197501,173953,23548,31,6371.0,5611.387096774193,759.6129032258065
987,389007,340217,48790,28,13893.107142857143,12150.607142857143,1742.5
988,348593,315415,33178,50,6971.86,6308.3,663.56
989,296543,278417,18126,57,5202.508771929824,4884.508771929824,318.0
990,821106,734620,86486,38,21608.052631578947,19332.105263157893,2275.9473684210525
991,1566400,1511754,54646,67,23379.10447761194,22563.492537313432,815.6119402985074
992,464907,439155,25752,38,12234.394736842105,11556.71052631579,677.6842105263158
993,646330,541921,104409,25,25853.2,21676.84,4176.36
994,383185,337455,45730,39,9825.25641025641,8652.692307692309,1172.5641025641025
995,141935,113675,28260,40,3548.375,2841.875,706.5
996,104584,85023,19561,16,6536.5,5313.9375,1222.5625
997,97676,75140,22536,19,5140.8421052631575,3954.7368421052633,1186.1052631578948
998,1672865,1650512,22353,61,27424.016393442624,27057.573770491803,366.44262295081967
1000,2435539,2344233,91306,71,34303.366197183095,33017.366197183095,1286.0
1002,143873,120540,23333,27,5328.62962962963,4464.444444444444,864.1851851851852
1003,626295,555872,70423,26,24088.26923076923,21379.69230769231,2708.576923076923
1004,1573401,1496861,76540,29,54255.206896551725,51615.89655172414,2639.310344827586
1005,2723141,2616013,107128,70,38902.014285714286,37371.614285714284,1530.4
1006,348662,298481,50181,70,4980.885714285714,4264.0142857142855,716.8714285714286
1007,349128,269805,79323,30,11637.6,8993.5,2644.1
1008,162596,143193,19403,26,6253.692307692308,5507.423076923077,746.2692307692307
1009,1981282,1891541,89741,40,49532.05,47288.525,2243.525
1010,1800230,1751667,48563,43,41865.813953488374,40736.441860465115,1129.3720930232557
1011,1114346,1057789,56557,48,23215.541666666668,22037.270833333332,1178.2708333333333
1012,1567773,1524439,43334,53,29580.622641509435,28763.0,817.622641509434
1013,98898,75627,23271,31,3190.2580645161293,2439.5806451612902,750.6774193548387
1014,208082,184585,23497,33,6305.515151515152,5593.484848484848,712.030303030303
1015,135026,120845,14181,18,7501.444444444444,6713.611111111111,787.8333333333334
1016,1475127,1355762,119365,63,23414.714285714286,21520.031746031746,1894.6825396825398
1017,1207448,1160340,47108,52,23220.153846153848,22314.23076923077,905.9230769230769
1018,308355,285986,22369,66,4672.045454545455,4333.121212121212,338.92424242424244
1019,1553365,1496629,56736,71,21878.38028169014,21079.281690140844,799.0985915492957
1020,119071,99657,19414,32,3720.96875,3114.28125,606.6875
1021,87272,62869,24403,25,3490.88,2514.76,976.12
1022,1728614,1641776,86838,52,33242.57692307692,31572.615384615383,1669.9615384615386
1023,1282894,1241625,41269,64,20045.21875,19400.390625,644.828125
1024,64035,43605,20430,19,3370.2631578947367,2295.0,1075.2631578947369
1026,311551,255453,56098,15,20770.066666666666,17030.2,3739.866666666667
1027,77003,55594,21409,17,4529.588235294118,3270.235294117647,1259.3529411764705
1028,36300,26700,9600,31,1170.967741935484,861.2903225806451,309.6774193548387
1029,1777008,1719127,57881,30,59233.6,57304.23333333333,1929.3666666666666
1030,240888,193712,47176,37,6510.486486486487,5235.459459459459,1275.027027027027
1031,804348,751625,52723,42,19151.14285714286,17895.833333333332,1255.3095238095239
1032,3713713,3613811,99902,68,54613.42647058824,53144.279411764706,1469.1470588235295
1033,56533,38400,18133,15,3768.866666666667,2560.0,1208.8666666666666
1034,175185,150344,24841,20,8759.25,7517.2,1242.05
1035,424031,367601,56430,20,21201.55,18380.05,2821.5
1036,926245,847995,78250,35,26464.14285714286,24228.428571428572,2235.714285714286
1037,441385,379733,61652,22,20062.954545454544,17260.590909090908,2802.3636363636365
1038,144986,123035,21951,44,3295.1363636363635,2796.25,498.8863636363636
1039,3030537,2925058,105479,67,45231.89552238806,43657.58208955224,1574.313432835821
1040,1087898,1045767,42131,31,35093.48387096774,33734.41935483871,1359.0645161290322
1042,764065,714580,49485,56,13644.017857142857,12760.357142857143,883.6607142857143
1043,430213,353981,76232,16,26888.3125,22123.8125,4764.5
1044,626343,592124,34219,37,16928.18918918919,16003.351351351352,924.8378378378378
1045,205982,188425,17557,31,6644.580645161291,6078.225806451613,566.3548387096774
1046,582439,543745,38694,44,13237.25,12357.84090909091,879.4090909090909
1047,418831,385760,33071,54,7756.12962962963,7143.7037037037035,612.425925925926
1048,413920,396981,16939,67,6177.910447761194,5925.089552238806,252.82089552238807
1049,68749,33452,35297,12,5729.083333333333,2787.6666666666665,2941.4166666666665
1050,1955138,1851410,103728,70,27930.542857142857,26448.714285714286,1481.8285714285714
1051,890525,870155,20370,62,14363.306451612903,14034.758064516129,328.5483870967742
1052,472244,448285,23959,63,7495.936507936508,7115.6349206349205,380.3015873015873
1053,617416,581570,35846,55,11225.745454545455,10574.0,651.7454545454545
1054,763626,739231,24395,70,10908.942857142858,10560.442857142858,348.5
1055,75748,56195,19553,24,3156.1666666666665,2341.4583333333335,814.7083333333334
1056,338159,335896,2263,23,14702.565217391304,14604.173913043478,98.3913043478261
1057,302362,276675,25687,64,4724.40625,4323.046875,401.359375
1058,797817,715560,82257,30,26593.9,23852.0,2741.9
1059,142004,127944,14060,43,3302.4186046511627,2975.4418604651164,326.9767441860465
1060,146152,130300,15852,24,6089.666666666667,5429.166666666667,660.5
1061,99417,86035,13382,14,7101.214285714285,6145.357142857143,955.8571428571429
1062,1647887,1617884,30003,65,25352.10769230769,24890.523076923077,461.5846153846154
1063,253422,164130,89292,27,9386.0,6078.888888888889,3307.1111111111113
1064,90914,66450,24464,15,6060.933333333333,4430.0,1630.9333333333334
1065,430481,410260,20221,69,6238.855072463768,5945.797101449275,293.05797101449275
1066,1375041,1295693,79348,27,50927.444444444445,47988.62962962963,2938.814814814815
1067,1458794,1386835,71959,27,54029.40740740741,51364.25925925926,2665.1481481481483
1068,448709,418600,30109,22,20395.863636363636,19027.272727272728,1368.590909090909
1069,305691,280490,25201,65,4702.9384615384615,4315.2307692307695,387.7076923076923
1070,580482,543953,36529,32,18140.0625,16998.53125,1141.53125
1071,1892925,1865314,27611,67,28252.611940298506,27840.507462686568,412.1044776119403
1072,181702,137185,44517,12,15141.833333333334,11432.083333333334,3709.75
1073,566753,470837,95916,58,9771.603448275862,8117.879310344828,1653.7241379310344
1074,758379,652790,105589,31,24463.83870967742,21057.74193548387,3406.0967741935483
1075,355185,301544,53641,41,8663.048780487805,7354.731707317073,1308.3170731707316
1076,699752,616130,83622,50,13995.04,12322.6,1672.44
1077,558879,460890,97989,69,8099.695652173913,6679.565217391304,1420.1304347826087
1078,205148,176010,29138,29,7074.068965517241,6069.310344827586,1004.7586206896551
1079,1899839,1825035,74804,63,30156.174603174604,28968.809523809523,1187.3650793650793
1080,1602938,1499045,103893,60,26715.633333333335,24984.083333333332,1731.55
1081,110883,82161,28722,24,4620.125,3423.375,1196.75
1082,157848,140589,17259,30,5261.6,4686.3,575.3
1083,347131,325354,21777,24,14463.791666666666,13556.416666666666,907.375
1085,239957,180872,59085,15,15997.133333333333,12058.133333333333,3939.0
1086,89785,64575,25210,30,2992.8333333333335,2152.5,840.3333333333334
1087,591228,513675,77553,30,19707.6,17122.5,2585.1
1088,341671,314815,26856,60,5694.516666666666,5246.916666666667,447.6
1089,561962,547851,14111,38,14788.473684210527,14417.131578947368,371.3421052631579
1090,217475,169689,47786,26,8364.423076923076,6526.5,1837.923076923077
1091,117703,26200,91503,63,1868.3015873015872,415.87301587301585,1452.4285714285713
1092,558142,538087,20055,42,13289.095238095239,12811.595238095239,477.5
1093,1836554,1796853,39701,35,52472.97142857143,51338.65714285714,1134.3142857142857
1094,178102,160447,17655,29,6141.448275862069,5532.6551724137935,608.7931034482758
1095,414825,371725,43100,18,23045.833333333332,20651.38888888889,2394.4444444444443
1096,143910,118411,25499,21,6852.857142857143,5638.619047619048,1214.2380952380952
1097,657364,561970,95394,30,21912.133333333335,18732.333333333332,3179.8
1098,353840,293501,60339,60,5897.333333333333,4891.683333333333,1005.65
1100,89434,75175,14259,27,3312.3703703703704,2784.259259259259,528.1111111111111
1101,358405,315360,43045,15,23893.666666666668,21024.0,2869.6666666666665
1102,296257,243666,52591,34,8713.441176470587,7166.64705882353,1546.7941176470588
1103,964415,933155,31260,41,23522.317073170732,22759.878048780487,762.439024390244
1104,641054,590145,50909,36,17807.055555555555,16392.916666666668,1414.138888888889
1105,507201,463597,43604,51,9945.117647058823,9090.137254901962,854.9803921568628
1106,1772925,1772007,918,64,27701.953125,27687.609375,14.34375
1107,416809,383335,33474,63,6616.015873015873,6084.68253968254,531.3333333333334
1108,220546,164131,56415,45,4901.022222222222,3647.3555555555554,1253.6666666666667
1109,987772,924215,63557,50,19755.44,18484.3,1271.14
1110,282633,216431,66202,17,16625.470588235294,12731.235294117647,3894.235294117647
1111,772652,727813,44839,34,22725.058823529413,21406.264705882353,1318.7941176470588
1112,972895,888430,84465,46,21149.891304347828,19313.695652173912,1836.195652173913
