account_id,D_total_count,D_Total_Years,D_monthly_average,D_min_val,D_max_val,D_count_of_the_mode,D_amount_mode,pension,base_salary,peak_salary
1180,71,6,16556.8312,500,22809,55,15206,NULL,NULL,NULL
1181,23,1,8262.0127,200,12700,13,5805,NULL,NULL,NULL
1182,4,2,528.5714,700,4300,2,4300,NULL,16627,24940
1183,62,4,5853.8732,100,10900,35,4392,NULL,NULL,NULL
1184,1,0,NULL,700,700,0,,NULL,37791,56686
1185,1,0,NULL,700,700,0,,4246,NULL,NULL
1186,33,1,9676.7213,600,30463,25,1400,NULL,NULL,NULL
1187,1,0,NULL,1000,1000,0,,6220,NULL,NULL
1188,42,2,8516.9620,200,11200,24,6632,NULL,NULL,NULL
1189,1,0,NULL,600,600,0,,NULL,3433,3433
1190,34,2,14253.9560,500,18561,22,12374,NULL,NULL,NULL
1192,34,3,13025.6663,200,17416,26,11611,NULL,NULL,NULL
1193,64,5,15906.3474,200,21611,50,14407,NULL,NULL,NULL
1194,59,5,23849.3302,500,33198,46,22132,NULL,NULL,NULL
1195,1,0,NULL,800,800,0,,6223,NULL,NULL
1196,53,3,35266.8401,800,48483,0,,NULL,NULL,NULL
1197,28,5,969.8413,100,10000,5,1000,NULL,3873,3873
1198,7,2,1195.0000,1100,8500,0,,NULL,18827,28240
1199,35,2,7119.4737,200,10400,17,4065,NULL,NULL,NULL
1200,69,6,25436.0608,300,35072,56,23381,NULL,NULL,NULL
1201,72,5,16505.1777,500,22620,54,15080,NULL,NULL,NULL
1203,42,3,22591.4754,1000,30934,34,20623,NULL,NULL,NULL
1204,63,5,25793.7144,300,35427,50,23618,NULL,NULL,NULL
1205,1,0,NULL,1100,1100,0,,5239,NULL,NULL
1206,1,0,NULL,900,900,0,,5383,NULL,NULL
1207,68,6,20810.0000,700,28635,55,19090,NULL,NULL,NULL
1208,16,1,20031.5789,1000,25260,11,16840,NULL,NULL,NULL
1209,1,0,NULL,900,900,0,,5353,NULL,NULL
1210,32,3,22232.3548,400,30388,25,20259,NULL,NULL,NULL
1211,43,2,8639.2263,400,11700,24,6503,NULL,NULL,NULL
1212,1,0,NULL,900,900,0,,6896,NULL,NULL
1213,1,0,NULL,200,200,0,,4909,NULL,NULL
1214,25,2,18118.9099,500,24782,19,16521,NULL,NULL,NULL
1215,1,0,NULL,900,900,0,,5273,NULL,NULL
1216,17,3,990.6250,100,9600,3,1300,NULL,3524,3524
1217,1,0,NULL,200,200,0,,NULL,3161,3161
1218,2,1,262.5000,900,1200,0,,NULL,32134,48201
1219,45,2,8123.1654,200,8968,25,5979,NULL,NULL,NULL
1220,1,0,NULL,900,900,0,,5764,NULL,NULL
1221,34,2,33447.7954,1000,49919,0,,NULL,NULL,NULL
1222,1,0,NULL,700,700,0,,6310,NULL,NULL
1223,31,2,14287.1495,200,19260,24,12840,NULL,NULL,NULL
1225,63,5,20311.9978,100,28228,50,18819,NULL,NULL,NULL
1226,31,2,6818.4994,100,8610,21,5740,NULL,NULL,NULL
1227,45,3,15409.7926,200,20108,29,13405,NULL,NULL,NULL
1228,1,0,NULL,400,400,0,,5096,NULL,NULL
1229,14,1,18312.0652,500,23186,10,15457,NULL,NULL,NULL
1230,30,2,40037.7521,500,48929,0,,NULL,NULL,NULL
1231,61,5,18781.2919,600,26198,49,17465,NULL,NULL,NULL
1232,15,2,4492.3012,200,45039,0,,NULL,NULL,NULL
1233,1,0,NULL,300,300,0,,NULL,3390,3390
1234,1,0,NULL,1100,1100,0,,6390,NULL,NULL
1235,1,0,NULL,500,500,0,,4339,NULL,NULL
1236,94,6,5705.9444,100,37062,69,1600,NULL,NULL,NULL
1237,95,5,39595.2586,1100,49968,2,5300,NULL,NULL,NULL
1238,1,0,NULL,600,600,0,,6126,NULL,NULL
1239,1,0,NULL,900,900,0,,6668,NULL,NULL
1240,17,1,12363.9159,800,16353,12,10902,NULL,NULL,NULL
1241,40,2,6997.3476,200,8541,25,5694,NULL,NULL,NULL
1242,43,2,35489.0800,200,47757,0,,NULL,NULL,NULL
1243,22,3,6345.9870,100,46024,0,,NULL,NULL,NULL
1244,43,3,6383.8217,200,7842,25,5228,NULL,NULL,NULL
1245,15,1,12647.8316,1100,16455,10,10970,NULL,NULL,NULL
1246,1,0,NULL,1100,1100,0,,6148,NULL,NULL
1247,107,6,36824.9851,300,49683,3,7700,NULL,NULL,NULL
1248,1,0,NULL,600,600,0,,6372,NULL,NULL
1249,24,4,1579.0698,400,10200,3,2400,NULL,3686,3686
1250,2,1,187.5000,600,900,0,,NULL,22831,34246
1251,48,3,22490.1193,400,49827,3,8400,NULL,NULL,NULL
1252,5,3,150.0000,300,2500,0,,NULL,24688,37032
1253,26,2,20267.0861,700,26492,16,17661,NULL,NULL,NULL
1254,71,4,38858.7655,800,48969,2,13500,NULL,NULL,NULL
1255,1,0,NULL,300,300,0,,NULL,34934,52401
1256,61,5,16716.1702,300,22908,46,15272,NULL,NULL,NULL
1257,40,3,20117.2727,500,27958,31,18639,NULL,NULL,NULL
1258,1,0,NULL,700,700,0,,NULL,2900,2900
1259,23,2,16721.2439,500,22008,17,14672,NULL,NULL,NULL
1260,30,2,15570.0798,100,20858,20,13905,NULL,NULL,NULL
1261,48,4,24763.6244,500,34359,37,22906,NULL,NULL,NULL
1262,1,0,NULL,400,400,0,,6747,NULL,NULL
1263,53,3,33054.3837,200,49877,2,3000,NULL,NULL,NULL
1264,24,2,18751.5068,900,25229,18,16819,NULL,NULL,NULL
1265,1,0,NULL,300,300,0,,6797,NULL,NULL
1266,34,2,22904.9832,1100,31006,25,20671,NULL,NULL,NULL
1267,31,2,21314.8949,400,28733,24,19155,NULL,NULL,NULL
1268,33,5,1137.0968,100,9000,3,1000,NULL,3330,3330
1269,70,5,13635.1482,300,18194,47,12129,NULL,NULL,NULL
1270,4,1,1037.5000,500,3700,0,,NULL,12464,18696
1271,46,2,8166.5188,100,9288,25,6192,NULL,NULL,NULL
1272,55,6,12826.7761,100,44664,2,5300,NULL,NULL,NULL
1273,59,5,22227.8684,500,30728,47,20485,NULL,NULL,NULL
1274,45,2,41549.3662,400,49755,0,,NULL,NULL,NULL
1275,1,0,NULL,300,300,0,,5447,NULL,NULL
1276,104,6,8361.0180,100,10600,60,6774,NULL,NULL,NULL
1277,1,0,NULL,1000,1000,0,,6248,NULL,NULL
1279,1,0,NULL,1000,1000,0,,5381,NULL,NULL
1280,1,0,NULL,600,600,0,,5122,NULL,NULL
1281,23,2,15901.7881,1100,21086,16,14057,NULL,NULL,NULL
1284,25,1,32995.8235,700,49972,0,,NULL,NULL,NULL
1285,68,6,20686.6220,300,28558,55,19039,NULL,NULL,NULL
1286,129,5,53426.6506,500,49937,2,500,NULL,NULL,NULL
1287,15,4,1202.3256,400,10000,0,,NULL,21046,31569
1288,1,0,NULL,600,600,0,,6059,NULL,NULL
1289,32,2,25715.2247,500,35012,25,23341,NULL,NULL,NULL
1291,1,0,NULL,600,600,0,,4821,NULL,NULL
1292,60,4,13429.1555,1100,17829,43,11886,NULL,NULL,NULL
1293,30,2,25389.4471,800,34482,23,22988,NULL,NULL,NULL
1294,51,4,15719.0663,300,21654,40,14436,NULL,NULL,NULL
1295,60,4,6463.1449,100,10600,41,5582,NULL,NULL,NULL
1296,1,0,NULL,800,800,0,,5020,NULL,NULL
1297,68,5,22217.0225,400,30767,54,20511,NULL,NULL,NULL
1298,39,3,13708.3554,300,18669,29,12446,NULL,NULL,NULL
1299,10,2,800.0000,200,8400,3,400,NULL,3913,3913
1301,14,4,4628.2991,200,46251,0,,NULL,NULL,NULL
1302,1,0,NULL,800,800,0,,6090,NULL,NULL
1303,21,1,7344.2763,300,8103,12,5402,NULL,NULL,NULL
1304,41,3,23937.3438,200,47207,2,3800,NULL,NULL,NULL
1305,71,5,11486.1025,400,15358,53,10239,NULL,NULL,NULL
1306,49,4,18721.8819,600,25574,37,17049,NULL,NULL,NULL
1307,73,4,6834.9184,100,10200,40,4946,NULL,NULL,NULL
1308,1,0,NULL,400,400,0,,5119,NULL,NULL
1309,1,0,NULL,1000,1000,0,,NULL,39531,59296
1310,37,3,7667.6023,1100,11500,28,6717,NULL,NULL,NULL
1311,41,3,15988.5661,500,21510,30,14340,NULL,NULL,NULL
1312,1,0,NULL,400,400,0,,5735,NULL,NULL
1313,36,1,59264.5374,200,47546,0,,NULL,NULL,NULL
1314,62,5,18196.2144,600,24996,50,16664,NULL,NULL,NULL
1315,56,4,11143.4639,200,14112,36,9408,NULL,NULL,NULL
1316,1,0,NULL,300,300,0,,NULL,2973,2973
1317,1,0,NULL,1100,1100,0,,6732,NULL,NULL
1318,16,1,16670.5691,100,29159,0,,NULL,NULL,NULL
1319,20,1,27562.7815,1000,44483,0,,NULL,NULL,NULL
1320,27,2,15074.9001,1000,20235,20,13490,NULL,NULL,NULL
1321,32,2,6362.9612,200,9600,17,4025,NULL,NULL,NULL
1322,1,0,NULL,200,200,0,,4435,NULL,NULL
1323,33,3,22929.1249,600,31538,25,21025,NULL,NULL,NULL
1324,28,2,20638.3071,300,27380,21,18253,NULL,NULL,NULL
1325,1,0,NULL,300,300,0,,NULL,3193,3193
1326,35,2,6223.5139,800,10400,20,4565,NULL,NULL,NULL
1327,77,4,6270.4188,100,49845,52,1400,NULL,NULL,NULL
1328,3,2,438.0952,800,7300,0,,NULL,32498,48747
1329,5,2,725.9259,500,7300,0,,NULL,11761,17642
1330,40,2,40548.4143,900,49868,2,900,NULL,NULL,NULL
1331,2,0,9300.0000,600,8700,0,,NULL,10790,16185
1332,71,6,24139.6794,300,33503,57,22335,NULL,NULL,NULL
1333,61,4,10868.7443,100,14644,42,9763,NULL,NULL,NULL
1334,80,6,6363.7906,200,8440,55,5627,NULL,NULL,NULL
1335,44,3,16284.7583,200,22313,32,14875,NULL,NULL,NULL
1336,25,2,19243.2666,300,25656,18,17104,NULL,NULL,NULL
1337,112,5,7669.6982,200,12300,53,4896,NULL,NULL,NULL
1338,110,6,33704.7786,400,49419,2,3700,NULL,NULL,NULL
1339,19,1,22750.8318,900,43645,0,,NULL,NULL,NULL
1340,5,1,1528.5714,1000,10500,0,,NULL,3944,3944
1341,1,0,NULL,1100,1100,0,,NULL,3147,3147
1342,19,1,27443.7981,500,47762,0,,NULL,NULL,NULL
1344,62,3,43536.2269,200,49329,0,,NULL,NULL,NULL
1345,64,5,24575.7705,200,34236,51,22824,NULL,NULL,NULL
1346,5,0,3580.0000,100,13500,0,,NULL,3101,3101
1347,1,0,NULL,500,500,0,,NULL,3100,3100
1348,18,1,11618.6802,200,15144,10,10096,NULL,NULL,NULL
1349,1,0,NULL,700,700,0,,6529,NULL,NULL
1350,33,2,24507.8417,300,49796,2,7900,NULL,NULL,NULL
1351,1,0,NULL,300,300,0,,NULL,3341,3341
1352,53,4,26898.5036,500,37200,42,24800,NULL,NULL,NULL
1353,59,5,17443.3922,700,24204,46,16136,NULL,NULL,NULL
1354,1,0,NULL,1000,1000,0,,4620,NULL,NULL
1355,18,1,20785.1351,600,28419,13,18946,NULL,NULL,NULL
1356,34,2,6098.1057,900,11900,19,4117,NULL,NULL,NULL
1357,26,3,1648.6486,100,8600,3,100,NULL,3435,3435
1358,54,3,7054.6875,300,8300,26,4470,NULL,NULL,NULL
1359,37,5,1583.6066,100,14200,3,2100,NULL,NULL,NULL
1360,90,4,7528.3692,500,47370,54,1200,NULL,NULL,NULL
1361,25,2,22555.0549,1100,31514,20,21009,NULL,NULL,NULL
1362,20,2,16251.1837,1000,37691,0,,NULL,NULL,NULL
1363,23,2,26083.2637,1000,34976,17,23317,NULL,NULL,NULL
1365,25,3,1887.8788,300,10000,3,1200,NULL,3471,3471
1366,97,6,9096.3412,200,11439,58,7626,NULL,NULL,NULL
1367,31,2,13308.3353,400,18028,23,12019,NULL,NULL,NULL
1368,28,2,17572.0833,1000,38522,0,,NULL,NULL,NULL
1369,49,3,14306.2538,100,17422,27,11615,NULL,NULL,NULL
1370,1,0,NULL,600,600,0,,5800,NULL,NULL
1371,1,0,NULL,400,400,0,,4611,NULL,NULL
1372,136,6,8319.8146,200,44758,69,1000,NULL,NULL,NULL
1373,1,0,NULL,500,500,0,,NULL,2962,2962
1374,2,2,190.4762,700,3300,0,,NULL,48644,72966
1375,60,5,22174.1128,200,30436,46,20291,NULL,NULL,NULL
1376,1,0,NULL,700,700,0,,4097,NULL,NULL
1377,1,0,NULL,300,300,0,,NULL,3432,3432
1378,72,6,26410.4929,600,36628,58,24419,NULL,NULL,NULL
1379,18,1,12420.3448,700,15645,12,10430,NULL,NULL,NULL
1380,36,3,26001.0176,1100,35768,28,23845,NULL,NULL,NULL
1381,1,0,NULL,1000,1000,0,,4058,NULL,NULL
1382,1,0,NULL,800,800,0,,NULL,3089,3089
1383,1,0,NULL,1000,1000,0,,6909,NULL,NULL
1384,2,1,590.0000,800,5100,0,,NULL,31366,47049
1385,22,2,19910.1031,1000,26022,16,17348,NULL,NULL,NULL
1387,19,2,2216.6667,100,15300,2,2300,NULL,NULL,NULL
1388,58,5,23105.5258,700,31830,46,21220,NULL,NULL,NULL
1389,35,1,41068.9980,800,48868,0,,NULL,NULL,NULL
1390,35,2,13129.8017,400,16107,20,10738,NULL,NULL,NULL
1391,26,2,17608.2451,600,24226,20,16151,NULL,NULL,NULL
1392,72,6,25290.6875,700,34768,56,23179,NULL,NULL,NULL
1393,33,2,9593.2000,600,11822,20,7881,NULL,NULL,NULL
1394,1,0,NULL,600,600,0,,6341,NULL,NULL
1395,60,3,7628.3646,100,13700,30,5149,NULL,NULL,NULL
1396,59,2,43012.5667,400,47440,0,,NULL,NULL,NULL
1397,79,6,18853.9675,200,25917,57,17278,NULL,NULL,NULL
1398,32,4,1233.9623,100,13400,3,1000,NULL,NULL,NULL
1399,45,3,10613.4755,100,13083,25,8722,NULL,NULL,NULL
1401,1,0,NULL,300,300,0,,6850,NULL,NULL
1402,84,6,10141.7266,300,13509,57,9006,NULL,NULL,NULL
1403,40,3,17107.1441,1000,23314,31,15543,NULL,NULL,NULL
1404,103,5,29320.1845,200,48013,3,5600,NULL,NULL,NULL
1405,19,2,1506.6667,400,11100,3,500,NULL,3581,3581
1406,1,0,NULL,200,200,0,,4141,NULL,NULL
1407,51,2,63724.2308,100,48788,0,,NULL,NULL,NULL
1408,1,0,NULL,200,200,0,,NULL,36880,55320
1410,66,5,22645.3413,500,31192,53,20795,NULL,NULL,NULL
1411,72,5,14904.8988,600,20494,54,13663,NULL,NULL,NULL
1412,69,6,15469.5466,1000,21431,55,14287,NULL,NULL,NULL
1413,44,4,15279.4292,1100,21244,35,14163,NULL,NULL,NULL
1414,51,4,17271.5433,600,23766,39,15844,NULL,NULL,NULL
1416,91,5,31657.1334,700,49966,0,,NULL,NULL,NULL
1417,51,4,26281.7391,200,36346,40,24231,NULL,NULL,NULL
1418,26,2,12165.1786,900,15666,19,10444,NULL,NULL,NULL
1419,1,0,NULL,400,400,0,,6051,NULL,NULL
1420,1,0,NULL,900,900,0,,5202,NULL,NULL
1421,112,4,7570.7883,100,46883,52,1200,NULL,NULL,NULL
1422,1,0,NULL,400,400,0,,5842,NULL,NULL
1423,45,3,6143.1508,100,8116,32,5411,NULL,NULL,NULL
1424,21,2,19425.3684,100,26313,15,17542,NULL,NULL,NULL
1425,109,5,9183.8788,100,14900,55,6104,NULL,NULL,NULL
1426,1,0,NULL,200,200,0,,4022,NULL,NULL
1427,48,3,13648.6246,400,18207,31,12138,NULL,NULL,NULL
1429,1,0,NULL,1100,1100,0,,NULL,3250,3250
1430,8,1,1991.6667,500,13000,0,,NULL,NULL,NULL
1431,73,3,7274.1196,200,40292,32,1200,NULL,NULL,NULL
1432,1,0,NULL,1000,1000,0,,NULL,32672,49008
1434,1,0,NULL,200,200,0,,4847,NULL,NULL
1435,27,2,25031.4033,800,33155,20,22103,NULL,NULL,NULL
1436,76,4,6546.1885,100,9000,40,4657,NULL,NULL,NULL
1437,10,2,1295.0000,500,8200,2,1500,NULL,3258,3258
1438,19,1,22644.5147,600,47687,0,,NULL,NULL,NULL
1439,1,0,NULL,700,700,0,,NULL,3183,3183
1440,26,4,986.5385,300,12600,3,500,NULL,3198,3198
1441,1,0,NULL,500,500,0,,6354,NULL,NULL
1442,68,6,19813.9545,300,27448,55,18299,NULL,NULL,NULL
1443,17,1,22510.9773,700,29751,12,19834,NULL,NULL,NULL
1444,21,2,1870.0000,100,11500,4,800,NULL,3037,3037
1445,45,3,8177.5904,100,10179,27,6786,NULL,NULL,NULL
1446,49,4,19286.7676,1100,26780,39,17853,NULL,NULL,NULL
1447,8,2,533.3333,200,3800,0,,NULL,12508,18762
1448,21,3,1525.0000,100,10100,2,4200,NULL,NULL,NULL
1449,106,5,7556.0984,300,16000,53,4711,NULL,NULL,NULL
1450,1,0,NULL,400,400,0,,6496,NULL,NULL
1451,1,0,NULL,1000,1000,0,,6490,NULL,NULL
1452,41,3,21650.7379,500,29914,32,19943,NULL,NULL,NULL
1453,112,5,47183.0987,600,49266,2,30354,NULL,NULL,NULL
1454,14,1,2506.2500,200,12300,0,,NULL,NULL,NULL
1455,46,3,8028.2572,300,9479,30,6319,NULL,NULL,NULL
1456,76,3,62553.2885,1100,49939,0,,NULL,NULL,NULL
1458,62,5,18022.9363,700,24888,50,16592,NULL,NULL,NULL
1459,1,0,NULL,900,900,0,,NULL,3186,3186
1460,1,0,NULL,300,300,0,,5298,NULL,NULL
1461,4,1,1400.0000,200,9600,0,,NULL,42171,63256
1463,16,2,1776.9231,300,6700,2,1900,NULL,3336,3336
1464,56,2,56631.4849,300,48263,0,,NULL,NULL,NULL
1465,20,3,1541.0256,100,10600,2,1800,NULL,3183,3183
1466,11,2,3474.2500,100,32253,0,,NULL,NULL,NULL
1467,58,5,21306.4413,800,29396,46,19597,NULL,NULL,NULL
1468,1,0,NULL,500,500,0,,NULL,3224,3224
1469,1,0,NULL,1000,1000,0,,6228,NULL,NULL
1470,63,5,13579.9433,1100,18646,48,12431,NULL,NULL,NULL
1471,31,2,20214.7018,800,27894,24,18596,NULL,NULL,NULL
1472,50,3,10100.2342,300,13281,34,8854,NULL,NULL,NULL
1473,1,0,NULL,600,600,0,,NULL,2976,2976
1474,1,0,NULL,900,900,0,,4043,NULL,NULL
1475,27,5,2993.5484,200,16900,2,16400,NULL,20551,30826
1476,1,0,NULL,200,200,0,,6411,NULL,NULL
1477,1,0,NULL,700,700,0,,NULL,3151,3151
1478,39,2,32554.0962,900,47620,0,,NULL,NULL,NULL
1479,18,3,938.4615,400,9600,2,1600,NULL,3244,3244
1480,42,2,37731.6746,800,49570,0,,NULL,NULL,NULL
1481,1,0,NULL,1000,1000,0,,NULL,3098,3098
1482,27,2,24819.0659,500,34614,20,23076,NULL,NULL,NULL
1483,59,3,9931.9364,100,13400,30,6995,NULL,NULL,NULL
1484,1,0,NULL,200,200,0,,6612,NULL,NULL
1485,76,5,27721.7460,1000,35130,52,23420,NULL,NULL,NULL
1486,37,3,25092.9417,100,35110,29,23407,NULL,NULL,NULL
1487,1,0,NULL,1100,1100,0,,NULL,3306,3306
1488,23,2,12605.8983,700,16556,16,11037,NULL,NULL,NULL
1490,39,2,36554.5238,200,49743,0,,NULL,NULL,NULL
1491,24,2,16696.3339,1000,20154,15,13436,NULL,NULL,NULL
1492,1,0,NULL,800,800,0,,4733,NULL,NULL
1493,1,0,NULL,200,200,0,,5009,NULL,NULL
1494,17,1,27253.8194,900,35505,12,23670,NULL,NULL,NULL
1495,64,5,26515.1290,300,36479,51,24319,NULL,NULL,NULL
1496,50,4,16137.3077,400,22089,39,14726,NULL,NULL,NULL
1497,71,5,9477.5951,600,12880,54,8587,NULL,NULL,NULL
1498,27,2,28698.5860,600,46160,0,,NULL,NULL,NULL
1499,103,5,8568.0457,200,13300,50,5500,NULL,NULL,NULL
1500,29,2,24645.0189,1000,33081,22,22054,NULL,NULL,NULL
1501,1,0,NULL,500,500,0,,5813,NULL,NULL
1502,22,2,21982.8158,200,49737,0,,NULL,NULL,NULL
1503,1,0,NULL,300,300,0,,4757,NULL,NULL
1504,29,2,26525.9424,300,36208,23,24139,NULL,NULL,NULL
1505,73,6,10150.8932,400,13833,56,9222,NULL,NULL,NULL
1506,21,1,7658.3294,500,11900,11,5206,NULL,NULL,NULL
1507,70,5,23318.0728,800,31910,54,21273,NULL,NULL,NULL
1508,43,3,30513.6023,500,49784,2,5400,NULL,NULL,NULL
1509,57,5,15412.2523,600,21282,45,14188,NULL,NULL,NULL
1510,37,3,22949.0476,700,31058,28,20705,NULL,NULL,NULL
1511,99,5,43088.4386,200,49324,2,400,NULL,NULL,NULL
1512,72,5,15572.1070,100,21237,49,14158,NULL,NULL,NULL
1513,68,5,16585.5504,400,22836,53,15224,NULL,NULL,NULL
1514,1,0,NULL,900,900,0,,5930,NULL,NULL
1515,6,4,477.7778,200,7800,0,,NULL,27343,41014
1516,1,0,NULL,500,500,0,,NULL,3416,3416
1517,1,0,NULL,700,700,0,,4569,NULL,NULL
1518,70,6,18707.8599,200,25932,56,17288,NULL,NULL,NULL
1519,45,4,22449.4527,700,31335,35,20890,NULL,NULL,NULL
1520,1,0,NULL,300,300,0,,6005,NULL,NULL
1521,1,0,NULL,900,900,0,,4537,NULL,NULL
1522,31,1,7922.2156,800,32577,17,1000,NULL,NULL,NULL
1523,24,1,39247.3846,200,49899,0,,NULL,NULL,NULL
1524,1,0,NULL,1100,1100,0,,4222,NULL,NULL
1525,1,0,NULL,300,300,0,,4641,NULL,NULL
1526,68,4,8509.4937,200,9975,39,6650,NULL,NULL,NULL
1527,88,5,29876.2460,400,49582,2,10800,NULL,NULL,NULL
1528,37,3,20501.0664,500,27111,25,18074,NULL,NULL,NULL
1529,12,3,983.8710,600,8200,0,,NULL,3899,3899
1530,1,0,NULL,900,900,0,,5550,NULL,NULL
1532,46,2,16777.0828,600,18900,22,11916,NULL,NULL,NULL
1534,82,6,16613.7753,100,22415,55,14943,NULL,NULL,NULL
1535,121,6,6967.5108,200,15500,57,4136,NULL,NULL,NULL
1536,30,6,2954.9296,100,15800,2,14500,NULL,25609,38414
1537,22,1,13078.7386,200,16598,15,11065,NULL,NULL,NULL
1538,63,2,65121.8248,800,49598,2,30132,NULL,NULL,NULL
1539,91,6,25153.7598,200,49792,2,14200,NULL,NULL,NULL
1540,46,4,25318.7832,500,35018,37,23345,NULL,NULL,NULL
1541,60,2,8083.4260,200,46562,27,500,NULL,NULL,NULL
1542,1,0,NULL,1000,1000,0,,6984,NULL,NULL
1543,82,3,7951.1963,500,40390,33,1800,NULL,NULL,NULL
1544,73,5,20557.1465,800,28425,54,18950,NULL,NULL,NULL
1545,74,6,23447.8501,200,48987,2,7000,NULL,NULL,NULL
1546,28,2,8959.8394,800,11820,20,7880,NULL,NULL,NULL
1547,65,5,24567.4165,100,34341,52,22894,NULL,NULL,NULL
1548,1,0,NULL,800,800,0,,NULL,3159,3159
1549,27,2,15780.8411,300,21447,20,14298,NULL,NULL,NULL
1550,43,3,9302.4845,400,11826,26,7884,NULL,NULL,NULL
1551,1,0,NULL,1100,1100,0,,6647,NULL,NULL
1552,61,5,26588.6238,500,36844,50,24563,NULL,NULL,NULL
1553,36,2,7967.3619,300,48511,24,1400,NULL,NULL,NULL
1554,53,4,19214.3548,300,26628,40,17752,NULL,NULL,NULL
1555,1,0,NULL,1100,1100,0,,6260,NULL,NULL
1556,1,0,NULL,600,600,0,,5955,NULL,NULL
1557,1,0,NULL,700,700,0,,6015,NULL,NULL
1558,37,2,7512.1899,200,9106,21,6071,NULL,NULL,NULL
1559,54,4,25160.5979,700,34235,42,22823,NULL,NULL,NULL
1560,27,2,9326.1944,1000,11400,16,7600,NULL,NULL,NULL
1561,1,0,NULL,600,600,0,,5327,NULL,NULL
1562,1,0,NULL,600,600,0,,NULL,2900,2900
1563,6,1,2170.0000,700,11300,2,700,NULL,NULL,NULL
1564,83,3,7606.3556,300,29349,69,1900,NULL,NULL,NULL
1565,95,5,7292.1714,200,15300,51,4633,NULL,NULL,NULL
1566,76,5,16556.9773,500,22020,55,14680,NULL,NULL,NULL
1567,18,1,24203.5084,800,32540,13,21693,NULL,NULL,NULL
1568,43,3,15065.5288,300,20896,34,13931,NULL,NULL,NULL
1570,1,0,NULL,200,200,0,,4298,NULL,NULL
1571,31,2,15806.1932,200,21452,24,14301,NULL,NULL,NULL
1572,16,1,15836.7064,500,20999,11,13999,NULL,NULL,NULL
1573,1,0,NULL,1000,1000,0,,5492,NULL,NULL
1574,1,0,NULL,1000,1000,0,,4058,NULL,NULL
1575,1,0,NULL,900,900,0,,5448,NULL,NULL
1576,39,2,23970.3929,400,49299,2,14000,NULL,NULL,NULL
1577,16,2,1675.0000,200,9800,2,700,NULL,3841,3841
1578,1,0,NULL,600,600,0,,4128,NULL,NULL
1579,61,4,13314.1399,600,17434,44,11623,NULL,NULL,NULL
1580,50,3,33398.7360,400,48954,0,,NULL,NULL,NULL
1581,63,3,11913.9603,300,16800,32,8637,NULL,NULL,NULL
1582,1,0,NULL,500,500,0,,5973,NULL,NULL
1583,91,4,39472.3881,200,49635,2,7100,NULL,NULL,NULL
1584,1,0,NULL,600,600,0,,NULL,2975,2975
1585,18,3,4849.0588,100,36654,2,100,NULL,NULL,NULL
1586,31,2,19269.1468,200,25389,22,16926,NULL,NULL,NULL
1587,3,0,816.6667,800,3000,0,,NULL,14421,21632
1588,26,5,924.1379,300,8100,3,500,NULL,3665,3665
1589,27,4,1054.7170,400,14100,3,1700,NULL,NULL,NULL
1590,58,4,13404.4743,100,17280,37,11520,NULL,NULL,NULL
1591,48,3,24950.9717,200,48413,4,1500,NULL,NULL,NULL
1592,1,0,NULL,400,400,0,,4604,NULL,NULL
1593,1,0,NULL,500,500,0,,NULL,3130,3130
1594,23,2,20627.5896,500,27279,17,18186,NULL,NULL,NULL
1596,1,0,NULL,1100,1100,0,,4955,NULL,NULL
1597,1,0,NULL,900,900,0,,6701,NULL,NULL
1598,35,2,41825.2716,700,48799,0,,NULL,NULL,NULL
1599,38,3,26961.4057,1100,37372,30,24915,NULL,NULL,NULL
1600,1,0,NULL,600,600,0,,6757,NULL,NULL
1601,1,0,NULL,500,500,0,,4042,NULL,NULL
1602,1,0,NULL,600,600,0,,4944,NULL,NULL
1603,129,6,12289.5397,400,11800,56,7611,NULL,NULL,NULL
1604,62,5,19058.7171,900,26602,50,17735,NULL,NULL,NULL
1605,112,5,49507.6188,200,49809,2,16969,NULL,NULL,NULL
1606,64,3,8027.2404,300,39516,34,1100,NULL,NULL,NULL
1607,33,3,25502.8125,800,34941,26,23294,NULL,NULL,NULL
1608,1,0,NULL,600,600,0,,5138,NULL,NULL
1609,1,0,NULL,900,900,0,,NULL,3026,3026
1610,84,6,28918.1618,500,36560,55,24373,NULL,NULL,NULL
1611,42,3,12982.8848,100,17568,28,11712,NULL,NULL,NULL
1612,36,3,22959.0263,400,31758,28,21172,NULL,NULL,NULL
1613,1,0,NULL,600,600,0,,6359,NULL,NULL
1614,7,2,736.3636,300,6900,2,1000,NULL,25204,37806
1615,1,0,NULL,900,900,0,,6626,NULL,NULL
1616,9,2,1185.0000,100,6900,0,,NULL,3964,3964
1617,1,0,NULL,700,700,0,,5953,NULL,NULL
1618,13,2,2137.5000,100,13100,0,,NULL,3554,3554
1619,36,2,7637.6900,400,9400,18,4830,NULL,NULL,NULL
1620,1,0,NULL,700,700,0,,6082,NULL,NULL
1621,66,5,17381.3337,300,23847,50,15898,NULL,NULL,NULL
1622,52,3,7843.7435,800,9600,26,5078,NULL,NULL,NULL
1623,37,3,27208.3784,500,37038,29,24692,NULL,NULL,NULL
1624,1,0,NULL,500,500,0,,6086,NULL,NULL
1625,50,4,13294.6105,800,18291,39,12194,NULL,NULL,NULL
