account_id,Loan,LoanStatus,LoanDate,LoanDuration,LoanPayments,loanAmount
10404,YES,C,1998-03-01,60,3238.00,194280
10451,YES,D,1994-12-19,60,8049.00,482940
10652,YES,C,1998-05-07,12,3810.00,45720
10679,YES,C,1997-10-02,24,8242.00,197808
10762,YES,C,1996-09-17,36,1912.00,68832
10911,YES,A,1994-07-28,36,3647.00,131292
11013,YES,A,1993-09-06,60,4579.00,274740
11021,YES,B,1995-03-04,24,7041.00,168984
11111,YES,A,1994-01-31,36,3004.00,108144
11141,YES,A,1997-10-07,12,3745.00,44940
11231,YES,A,1997-10-24,12,7440.00,89280
11349,YES,C,1995-10-29,60,6998.00,419880
93,NO,NULL,NULL,NULL,NULL,NULL
125,NO,NULL,NULL,NULL,NULL,NULL
128,NO,NULL,NULL,NULL,NULL,NULL
207,NO,NULL,NULL,NULL,NULL,NULL
259,NO,NULL,NULL,NULL,NULL,NULL
693,NO,NULL,NULL,NULL,NULL,NULL
847,NO,NULL,NULL,NULL,NULL,NULL
856,NO,NULL,NULL,NULL,NULL,NULL
884,NO,NULL,NULL,NULL,NULL,NULL
984,NO,NULL,NULL,NULL,NULL,NULL
1082,NO,NULL,NULL,NULL,NULL,NULL
1472,NO,NULL,NULL,NULL,NULL,NULL
1915,NO,NULL,NULL,NULL,NULL,NULL
2226,NO,NULL,NULL,NULL,NULL,NULL
2231,NO,NULL,NULL,NULL,NULL,NULL
2279,YES,C,1998-06-01,48,6556.00,314688
2314,NO,NULL,NULL,NULL,NULL,NULL
2391,NO,NULL,NULL,NULL,NULL,NULL
2396,NO,NULL,NULL,NULL,NULL,NULL
2499,NO,NULL,NULL,NULL,NULL,NULL
2569,NO,NULL,NULL,NULL,NULL,NULL
2649,NO,NULL,NULL,NULL,NULL,NULL
2651,NO,NULL,NULL,NULL,NULL,NULL
2709,NO,NULL,NULL,NULL,NULL,NULL
2720,YES,C,1998-04-27,36,2608.00,93888
3142,NO,NULL,NULL,NULL,NULL,NULL
3153,NO,NULL,NULL,NULL,NULL,NULL
3386,NO,NULL,NULL,NULL,NULL,NULL
3509,NO,NULL,NULL,NULL,NULL,NULL
3714,NO,NULL,NULL,NULL,NULL,NULL
3723,NO,NULL,NULL,NULL,NULL,NULL
3858,NO,NULL,NULL,NULL,NULL,NULL
3861,NO,NULL,NULL,NULL,NULL,NULL
3912,NO,NULL,NULL,NULL,NULL,NULL
3998,NO,NULL,NULL,NULL,NULL,NULL
4336,NO,NULL,NULL,NULL,NULL,NULL
4352,NO,NULL,NULL,NULL,NULL,NULL
4727,YES,A,1995-08-11,24,4485.00,107640
7745,YES,C,1997-12-20,36,2154.00,77544
8492,YES,C,1995-09-03,60,1431.00,85860
8628,NO,NULL,NULL,NULL,NULL,NULL
10645,YES,C,1998-07-05,36,5787.00,208332
79,NO,NULL,NULL,NULL,NULL,NULL
268,NO,NULL,NULL,NULL,NULL,NULL
269,NO,NULL,NULL,NULL,NULL,NULL
329,NO,NULL,NULL,NULL,NULL,NULL
475,NO,NULL,NULL,NULL,NULL,NULL
570,NO,NULL,NULL,NULL,NULL,NULL
650,NO,NULL,NULL,NULL,NULL,NULL
656,NO,NULL,NULL,NULL,NULL,NULL
751,NO,NULL,NULL,NULL,NULL,NULL
766,NO,NULL,NULL,NULL,NULL,NULL
780,NO,NULL,NULL,NULL,NULL,NULL
792,NO,NULL,NULL,NULL,NULL,NULL
834,NO,NULL,NULL,NULL,NULL,NULL
896,NO,NULL,NULL,NULL,NULL,NULL
951,NO,NULL,NULL,NULL,NULL,NULL
1045,NO,NULL,NULL,NULL,NULL,NULL
1258,NO,NULL,NULL,NULL,NULL,NULL
1292,NO,NULL,NULL,NULL,NULL,NULL
1436,NO,NULL,NULL,NULL,NULL,NULL
1626,NO,NULL,NULL,NULL,NULL,NULL
1739,NO,NULL,NULL,NULL,NULL,NULL
1823,NO,NULL,NULL,NULL,NULL,NULL
1825,NO,NULL,NULL,NULL,NULL,NULL
1930,NO,NULL,NULL,NULL,NULL,NULL
2099,NO,NULL,NULL,NULL,NULL,NULL
2234,NO,NULL,NULL,NULL,NULL,NULL
2258,NO,NULL,NULL,NULL,NULL,NULL
2395,NO,NULL,NULL,NULL,NULL,NULL
2430,NO,NULL,NULL,NULL,NULL,NULL
2446,NO,NULL,NULL,NULL,NULL,NULL
2838,NO,NULL,NULL,NULL,NULL,NULL
2936,YES,C,1998-01-20,60,8400.00,504000
3020,NO,NULL,NULL,NULL,NULL,NULL
3091,NO,NULL,NULL,NULL,NULL,NULL
3140,NO,NULL,NULL,NULL,NULL,NULL
3216,NO,NULL,NULL,NULL,NULL,NULL
3324,NO,NULL,NULL,NULL,NULL,NULL
3329,YES,A,1997-12-08,12,1604.00,19248
3476,NO,NULL,NULL,NULL,NULL,NULL
3603,NO,NULL,NULL,NULL,NULL,NULL
3605,NO,NULL,NULL,NULL,NULL,NULL
3625,NO,NULL,NULL,NULL,NULL,NULL
3711,YES,D,1997-11-05,60,7683.00,460980
3712,NO,NULL,NULL,NULL,NULL,NULL
3769,NO,NULL,NULL,NULL,NULL,NULL
3838,NO,NULL,NULL,NULL,NULL,NULL
3880,NO,NULL,NULL,NULL,NULL,NULL
4618,YES,D,1997-03-17,24,2779.00,66696
6358,YES,C,1996-08-06,48,5633.00,270384
6922,YES,C,1998-12-06,24,5812.00,139488
54,NO,NULL,NULL,NULL,NULL,NULL
146,NO,NULL,NULL,NULL,NULL,NULL
169,NO,NULL,NULL,NULL,NULL,NULL
196,NO,NULL,NULL,NULL,NULL,NULL
304,NO,NULL,NULL,NULL,NULL,NULL
585,NO,NULL,NULL,NULL,NULL,NULL
644,NO,NULL,NULL,NULL,NULL,NULL
658,NO,NULL,NULL,NULL,NULL,NULL
730,NO,NULL,NULL,NULL,NULL,NULL
876,NO,NULL,NULL,NULL,NULL,NULL
960,YES,C,1995-05-24,60,3151.00,189060
1101,NO,NULL,NULL,NULL,NULL,NULL
1208,NO,NULL,NULL,NULL,NULL,NULL
1225,NO,NULL,NULL,NULL,NULL,NULL
1866,NO,NULL,NULL,NULL,NULL,NULL
2012,NO,NULL,NULL,NULL,NULL,NULL
2088,NO,NULL,NULL,NULL,NULL,NULL
2137,NO,NULL,NULL,NULL,NULL,NULL
2468,NO,NULL,NULL,NULL,NULL,NULL
2519,NO,NULL,NULL,NULL,NULL,NULL
2573,NO,NULL,NULL,NULL,NULL,NULL
2811,NO,NULL,NULL,NULL,NULL,NULL
2914,NO,NULL,NULL,NULL,NULL,NULL
2989,NO,NULL,NULL,NULL,NULL,NULL
3145,NO,NULL,NULL,NULL,NULL,NULL
3178,NO,NULL,NULL,NULL,NULL,NULL
3201,NO,NULL,NULL,NULL,NULL,NULL
3222,NO,NULL,NULL,NULL,NULL,NULL
3278,NO,NULL,NULL,NULL,NULL,NULL
3317,NO,NULL,NULL,NULL,NULL,NULL
3347,NO,NULL,NULL,NULL,NULL,NULL
3348,NO,NULL,NULL,NULL,NULL,NULL
3393,NO,NULL,NULL,NULL,NULL,NULL
3442,NO,NULL,NULL,NULL,NULL,NULL
3558,NO,NULL,NULL,NULL,NULL,NULL
3639,NO,NULL,NULL,NULL,NULL,NULL
3662,NO,NULL,NULL,NULL,NULL,NULL
3860,NO,NULL,NULL,NULL,NULL,NULL
4471,NO,NULL,NULL,NULL,NULL,NULL
4589,NO,NULL,NULL,NULL,NULL,NULL
4650,YES,C,1996-08-25,60,6700.00,402000
5267,YES,D,1997-11-26,24,5388.00,129312
5358,YES,C,1997-01-24,60,1139.00,68340
7454,YES,A,1994-05-26,48,1319.00,63312
7487,NO,NULL,NULL,NULL,NULL,NULL
8475,YES,A,1994-01-21,24,878.00,21072
9549,NO,NULL,NULL,NULL,NULL,NULL
10063,YES,C,1997-06-24,36,6484.00,233424
3,NO,NULL,NULL,NULL,NULL,NULL
32,NO,NULL,NULL,NULL,NULL,NULL
126,NO,NULL,NULL,NULL,NULL,NULL
187,NO,NULL,NULL,NULL,NULL,NULL
228,NO,NULL,NULL,NULL,NULL,NULL
345,NO,NULL,NULL,NULL,NULL,NULL
385,NO,NULL,NULL,NULL,NULL,NULL
447,NO,NULL,NULL,NULL,NULL,NULL
492,NO,NULL,NULL,NULL,NULL,NULL
549,NO,NULL,NULL,NULL,NULL,NULL
564,NO,NULL,NULL,NULL,NULL,NULL
695,NO,NULL,NULL,NULL,NULL,NULL
731,NO,NULL,NULL,NULL,NULL,NULL
734,NO,NULL,NULL,NULL,NULL,NULL
817,YES,C,1995-02-17,60,8975.00,538500
1111,NO,NULL,NULL,NULL,NULL,NULL
1154,NO,NULL,NULL,NULL,NULL,NULL
1253,NO,NULL,NULL,NULL,NULL,NULL
1260,NO,NULL,NULL,NULL,NULL,NULL
1336,NO,NULL,NULL,NULL,NULL,NULL
1478,NO,NULL,NULL,NULL,NULL,NULL
1490,NO,NULL,NULL,NULL,NULL,NULL
1517,NO,NULL,NULL,NULL,NULL,NULL
1672,NO,NULL,NULL,NULL,NULL,NULL
1826,NO,NULL,NULL,NULL,NULL,NULL
1839,NO,NULL,NULL,NULL,NULL,NULL
1969,NO,NULL,NULL,NULL,NULL,NULL
2000,YES,C,1998-07-14,60,4847.00,290820
2053,NO,NULL,NULL,NULL,NULL,NULL
2345,YES,C,1994-12-11,60,3328.00,199680
2406,NO,NULL,NULL,NULL,NULL,NULL
2416,NO,NULL,NULL,NULL,NULL,NULL
2488,NO,NULL,NULL,NULL,NULL,NULL
2551,NO,NULL,NULL,NULL,NULL,NULL
2588,NO,NULL,NULL,NULL,NULL,NULL
2593,NO,NULL,NULL,NULL,NULL,NULL
2638,NO,NULL,NULL,NULL,NULL,NULL
2677,NO,NULL,NULL,NULL,NULL,NULL
2732,NO,NULL,NULL,NULL,NULL,NULL
2796,NO,NULL,NULL,NULL,NULL,NULL
2939,NO,NULL,NULL,NULL,NULL,NULL
3032,NO,NULL,NULL,NULL,NULL,NULL
3107,NO,NULL,NULL,NULL,NULL,NULL
3129,NO,NULL,NULL,NULL,NULL,NULL
3221,NO,NULL,NULL,NULL,NULL,NULL
3239,NO,NULL,NULL,NULL,NULL,NULL
3326,NO,NULL,NULL,NULL,NULL,NULL
3436,NO,NULL,NULL,NULL,NULL,NULL
3567,NO,NULL,NULL,NULL,NULL,NULL
3589,NO,NULL,NULL,NULL,NULL,NULL
3745,NO,NULL,NULL,NULL,NULL,NULL
3793,NO,NULL,NULL,NULL,NULL,NULL
4131,NO,NULL,NULL,NULL,NULL,NULL
4263,NO,NULL,NULL,NULL,NULL,NULL
4358,NO,NULL,NULL,NULL,NULL,NULL
4863,YES,A,1997-03-18,12,6340.00,76080
5164,YES,C,1998-03-23,36,621.00,22356
5632,YES,C,1995-07-25,60,4760.00,285600
5837,YES,C,1997-09-14,36,4939.00,177804
6265,YES,C,1997-06-10,24,3640.00,87360
7184,YES,A,1996-08-04,24,6485.00,155640
8132,NO,NULL,NULL,NULL,NULL,NULL
9051,NO,NULL,NULL,NULL,NULL,NULL
9484,NO,NULL,NULL,NULL,NULL,NULL
11271,YES,C,1997-01-31,36,1870.00,67320
112,NO,NULL,NULL,NULL,NULL,NULL
238,NO,NULL,NULL,NULL,NULL,NULL
416,NO,NULL,NULL,NULL,NULL,NULL
485,NO,NULL,NULL,NULL,NULL,NULL
516,NO,NULL,NULL,NULL,NULL,NULL
843,NO,NULL,NULL,NULL,NULL,NULL
993,YES,C,1998-07-01,60,1812.00,108720
1006,NO,NULL,NULL,NULL,NULL,NULL
1060,NO,NULL,NULL,NULL,NULL,NULL
1062,NO,NULL,NULL,NULL,NULL,NULL
1114,NO,NULL,NULL,NULL,NULL,NULL
1134,NO,NULL,NULL,NULL,NULL,NULL
1172,NO,NULL,NULL,NULL,NULL,NULL
1234,NO,NULL,NULL,NULL,NULL,NULL
1524,NO,NULL,NULL,NULL,NULL,NULL
1618,NO,NULL,NULL,NULL,NULL,NULL
1638,YES,C,1998-01-26,24,2676.00,64224
1671,NO,NULL,NULL,NULL,NULL,NULL
1694,NO,NULL,NULL,NULL,NULL,NULL
1846,NO,NULL,NULL,NULL,NULL,NULL
1888,YES,B,1997-08-30,12,4780.00,57360
1894,NO,NULL,NULL,NULL,NULL,NULL
1939,NO,NULL,NULL,NULL,NULL,NULL
1982,NO,NULL,NULL,NULL,NULL,NULL
1996,NO,NULL,NULL,NULL,NULL,NULL
2044,NO,NULL,NULL,NULL,NULL,NULL
2184,NO,NULL,NULL,NULL,NULL,NULL
2241,NO,NULL,NULL,NULL,NULL,NULL
2269,NO,NULL,NULL,NULL,NULL,NULL
2471,NO,NULL,NULL,NULL,NULL,NULL
2516,YES,C,1997-06-13,48,9721.00,466608
2646,NO,NULL,NULL,NULL,NULL,NULL
2916,NO,NULL,NULL,NULL,NULL,NULL
2945,NO,NULL,NULL,NULL,NULL,NULL
2965,NO,NULL,NULL,NULL,NULL,NULL
3124,NO,NULL,NULL,NULL,NULL,NULL
3151,NO,NULL,NULL,NULL,NULL,NULL
3182,NO,NULL,NULL,NULL,NULL,NULL
3446,NO,NULL,NULL,NULL,NULL,NULL
3551,NO,NULL,NULL,NULL,NULL,NULL
3789,NO,NULL,NULL,NULL,NULL,NULL
3934,NO,NULL,NULL,NULL,NULL,NULL
3956,NO,NULL,NULL,NULL,NULL,NULL
4116,YES,C,1998-06-03,36,4200.00,151200
5072,YES,C,1997-02-09,60,5292.00,317520
6034,YES,B,1993-12-01,60,7742.00,464520
6083,YES,D,1997-09-28,48,7518.00,360864
6495,YES,C,1998-04-28,12,8747.00,104964
29,NO,NULL,NULL,NULL,NULL,NULL
291,NO,NULL,NULL,NULL,NULL,NULL
294,NO,NULL,NULL,NULL,NULL,NULL
302,NO,NULL,NULL,NULL,NULL,NULL
454,NO,NULL,NULL,NULL,NULL,NULL
458,NO,NULL,NULL,NULL,NULL,NULL
770,NO,NULL,NULL,NULL,NULL,NULL
936,NO,NULL,NULL,NULL,NULL,NULL
963,NO,NULL,NULL,NULL,NULL,NULL
1018,NO,NULL,NULL,NULL,NULL,NULL
1157,NO,NULL,NULL,NULL,NULL,NULL
1231,NO,NULL,NULL,NULL,NULL,NULL
1298,NO,NULL,NULL,NULL,NULL,NULL
1404,NO,NULL,NULL,NULL,NULL,NULL
1514,NO,NULL,NULL,NULL,NULL,NULL
1792,NO,NULL,NULL,NULL,NULL,NULL
1853,NO,NULL,NULL,NULL,NULL,NULL
2028,NO,NULL,NULL,NULL,NULL,NULL
2087,NO,NULL,NULL,NULL,NULL,NULL
2113,NO,NULL,NULL,NULL,NULL,NULL
2149,NO,NULL,NULL,NULL,NULL,NULL
2208,NO,NULL,NULL,NULL,NULL,NULL
2230,NO,NULL,NULL,NULL,NULL,NULL
2242,NO,NULL,NULL,NULL,NULL,NULL
2354,NO,NULL,NULL,NULL,NULL,NULL
2358,NO,NULL,NULL,NULL,NULL,NULL
2577,NO,NULL,NULL,NULL,NULL,NULL
2641,NO,NULL,NULL,NULL,NULL,NULL
2684,NO,NULL,NULL,NULL,NULL,NULL
2694,YES,A,1994-03-08,12,7636.00,91632
3514,NO,NULL,NULL,NULL,NULL,NULL
3575,NO,NULL,NULL,NULL,NULL,NULL
3641,NO,NULL,NULL,NULL,NULL,NULL
3772,NO,NULL,NULL,NULL,NULL,NULL
3804,YES,A,1996-02-08,12,5271.00,63252
3825,NO,NULL,NULL,NULL,NULL,NULL
3941,NO,NULL,NULL,NULL,NULL,NULL
3977,NO,NULL,NULL,NULL,NULL,NULL
4000,NO,NULL,NULL,NULL,NULL,NULL
4134,NO,NULL,NULL,NULL,NULL,NULL
6505,YES,C,1998-10-08,12,3208.00,38496
7180,YES,C,1998-11-17,24,4156.00,99744
9491,YES,C,1998-06-25,48,4698.00,225504
11327,YES,C,1998-09-27,24,1632.00,39168
70,NO,NULL,NULL,NULL,NULL,NULL
116,NO,NULL,NULL,NULL,NULL,NULL
148,NO,NULL,NULL,NULL,NULL,NULL
427,NO,NULL,NULL,NULL,NULL,NULL
472,YES,D,1997-04-28,24,8200.00,196800
546,NO,NULL,NULL,NULL,NULL,NULL
566,NO,NULL,NULL,NULL,NULL,NULL
665,NO,NULL,NULL,NULL,NULL,NULL
941,NO,NULL,NULL,NULL,NULL,NULL
1059,NO,NULL,NULL,NULL,NULL,NULL
1113,NO,NULL,NULL,NULL,NULL,NULL
1182,NO,NULL,NULL,NULL,NULL,NULL
1281,NO,NULL,NULL,NULL,NULL,NULL
1328,NO,NULL,NULL,NULL,NULL,NULL
1347,NO,NULL,NULL,NULL,NULL,NULL
1359,NO,NULL,NULL,NULL,NULL,NULL
1782,NO,NULL,NULL,NULL,NULL,NULL
1970,NO,NULL,NULL,NULL,NULL,NULL
2115,NO,NULL,NULL,NULL,NULL,NULL
2139,NO,NULL,NULL,NULL,NULL,NULL
2201,NO,NULL,NULL,NULL,NULL,NULL
2331,NO,NULL,NULL,NULL,NULL,NULL
2404,NO,NULL,NULL,NULL,NULL,NULL
2432,NO,NULL,NULL,NULL,NULL,NULL
2454,NO,NULL,NULL,NULL,NULL,NULL
2697,NO,NULL,NULL,NULL,NULL,NULL
2889,NO,NULL,NULL,NULL,NULL,NULL
2913,NO,NULL,NULL,NULL,NULL,NULL
2959,NO,NULL,NULL,NULL,NULL,NULL
3072,NO,NULL,NULL,NULL,NULL,NULL
3202,NO,NULL,NULL,NULL,NULL,NULL
3235,NO,NULL,NULL,NULL,NULL,NULL
3271,NO,NULL,NULL,NULL,NULL,NULL
3286,NO,NULL,NULL,NULL,NULL,NULL
3311,NO,NULL,NULL,NULL,NULL,NULL
3359,NO,NULL,NULL,NULL,NULL,NULL
3369,NO,NULL,NULL,NULL,NULL,NULL
3461,NO,NULL,NULL,NULL,NULL,NULL
3470,NO,NULL,NULL,NULL,NULL,NULL
3650,NO,NULL,NULL,NULL,NULL,NULL
3689,NO,NULL,NULL,NULL,NULL,NULL
3706,NO,NULL,NULL,NULL,NULL,NULL
3822,NO,NULL,NULL,NULL,NULL,NULL
3841,NO,NULL,NULL,NULL,NULL,NULL
3850,NO,NULL,NULL,NULL,NULL,NULL
3854,NO,NULL,NULL,NULL,NULL,NULL
3916,YES,C,1998-07-12,36,2694.00,96984
4519,NO,NULL,NULL,NULL,NULL,NULL
4715,YES,C,1997-03-14,24,4049.00,97176
5250,NO,NULL,NULL,NULL,NULL,NULL
9677,YES,C,1997-06-17,60,527.00,31620
10018,NO,NULL,NULL,NULL,NULL,NULL
10019,YES,C,1996-09-25,36,5415.00,194940
10343,NO,NULL,NULL,NULL,NULL,NULL
10656,NO,NULL,NULL,NULL,NULL,NULL
11333,NO,NULL,NULL,NULL,NULL,NULL
425,NO,NULL,NULL,NULL,NULL,NULL
521,NO,NULL,NULL,NULL,NULL,NULL
866,NO,NULL,NULL,NULL,NULL,NULL
879,NO,NULL,NULL,NULL,NULL,NULL
882,NO,NULL,NULL,NULL,NULL,NULL
934,NO,NULL,NULL,NULL,NULL,NULL
942,NO,NULL,NULL,NULL,NULL,NULL
1237,NO,NULL,NULL,NULL,NULL,NULL
1342,NO,NULL,NULL,NULL,NULL,NULL
1456,NO,NULL,NULL,NULL,NULL,NULL
1519,NO,NULL,NULL,NULL,NULL,NULL
1727,NO,NULL,NULL,NULL,NULL,NULL
1799,NO,NULL,NULL,NULL,NULL,NULL
1874,NO,NULL,NULL,NULL,NULL,NULL
1943,NO,NULL,NULL,NULL,NULL,NULL
1953,NO,NULL,NULL,NULL,NULL,NULL
2101,NO,NULL,NULL,NULL,NULL,NULL
2187,YES,A,1997-11-04,12,4456.00,53472
2204,NO,NULL,NULL,NULL,NULL,NULL
2603,NO,NULL,NULL,NULL,NULL,NULL
2712,NO,NULL,NULL,NULL,NULL,NULL
2961,NO,NULL,NULL,NULL,NULL,NULL
2974,NO,NULL,NULL,NULL,NULL,NULL
3051,NO,NULL,NULL,NULL,NULL,NULL
3057,NO,NULL,NULL,NULL,NULL,NULL
3375,NO,NULL,NULL,NULL,NULL,NULL
3426,NO,NULL,NULL,NULL,NULL,NULL
3430,NO,NULL,NULL,NULL,NULL,NULL
3489,YES,A,1995-08-01,24,1837.00,44088
3507,NO,NULL,NULL,NULL,NULL,NULL
3518,NO,NULL,NULL,NULL,NULL,NULL
3751,NO,NULL,NULL,NULL,NULL,NULL
3782,NO,NULL,NULL,NULL,NULL,NULL
3805,NO,NULL,NULL,NULL,NULL,NULL
3963,NO,NULL,NULL,NULL,NULL,NULL
4091,NO,NULL,NULL,NULL,NULL,NULL
4527,NO,NULL,NULL,NULL,NULL,NULL
4580,YES,A,1995-08-05,12,1685.00,20220
4626,YES,A,1997-06-18,12,2779.00,33348
5591,YES,C,1997-01-21,60,3698.00,221880
7520,NO,NULL,NULL,NULL,NULL,NULL
7990,YES,C,1998-04-23,48,3020.00,144960
8039,YES,A,1996-10-20,24,3900.00,93600
8153,NO,NULL,NULL,NULL,NULL,NULL
9153,YES,C,1998-03-01,36,1451.00,52236
9504,YES,C,1997-03-10,60,5688.00,341280
144,NO,NULL,NULL,NULL,NULL,NULL
558,NO,NULL,NULL,NULL,NULL,NULL
690,NO,NULL,NULL,NULL,NULL,NULL
743,NO,NULL,NULL,NULL,NULL,NULL
748,NO,NULL,NULL,NULL,NULL,NULL
787,NO,NULL,NULL,NULL,NULL,NULL
805,NO,NULL,NULL,NULL,NULL,NULL
921,NO,NULL,NULL,NULL,NULL,NULL
988,NO,NULL,NULL,NULL,NULL,NULL
1054,NO,NULL,NULL,NULL,NULL,NULL
1408,NO,NULL,NULL,NULL,NULL,NULL
1483,NO,NULL,NULL,NULL,NULL,NULL
1567,NO,NULL,NULL,NULL,NULL,NULL
1601,NO,NULL,NULL,NULL,NULL,NULL
1629,NO,NULL,NULL,NULL,NULL,NULL
1631,NO,NULL,NULL,NULL,NULL,NULL
1781,NO,NULL,NULL,NULL,NULL,NULL
1817,NO,NULL,NULL,NULL,NULL,NULL
1820,NO,NULL,NULL,NULL,NULL,NULL
1827,NO,NULL,NULL,NULL,NULL,NULL
1830,NO,NULL,NULL,NULL,NULL,NULL
1870,NO,NULL,NULL,NULL,NULL,NULL
1879,NO,NULL,NULL,NULL,NULL,NULL
2393,NO,NULL,NULL,NULL,NULL,NULL
2523,NO,NULL,NULL,NULL,NULL,NULL
2589,NO,NULL,NULL,NULL,NULL,NULL
2719,NO,NULL,NULL,NULL,NULL,NULL
2760,NO,NULL,NULL,NULL,NULL,NULL
2933,YES,C,1994-05-17,60,4542.00,272520
2979,NO,NULL,NULL,NULL,NULL,NULL
3021,YES,C,1996-12-04,48,3242.00,155616
3036,NO,NULL,NULL,NULL,NULL,NULL
3038,NO,NULL,NULL,NULL,NULL,NULL
3042,NO,NULL,NULL,NULL,NULL,NULL
3186,NO,NULL,NULL,NULL,NULL,NULL
3528,NO,NULL,NULL,NULL,NULL,NULL
3635,NO,NULL,NULL,NULL,NULL,NULL
3640,NO,NULL,NULL,NULL,NULL,NULL
3728,NO,NULL,NULL,NULL,NULL,NULL
3773,NO,NULL,NULL,NULL,NULL,NULL
3785,NO,NULL,NULL,NULL,NULL,NULL
3792,NO,NULL,NULL,NULL,NULL,NULL
3882,NO,NULL,NULL,NULL,NULL,NULL
3910,NO,NULL,NULL,NULL,NULL,NULL
5650,YES,A,1995-07-10,24,4108.00,98592
7231,NO,NULL,NULL,NULL,NULL,NULL
7997,YES,C,1998-02-05,24,6694.00,160656
9104,YES,A,1994-08-07,48,3585.00,172080
102,NO,NULL,NULL,NULL,NULL,NULL
157,NO,NULL,NULL,NULL,NULL,NULL
257,NO,NULL,NULL,NULL,NULL,NULL
272,NO,NULL,NULL,NULL,NULL,NULL
359,NO,NULL,NULL,NULL,NULL,NULL
397,NO,NULL,NULL,NULL,NULL,NULL
451,NO,NULL,NULL,NULL,NULL,NULL
561,NO,NULL,NULL,NULL,NULL,NULL
800,NO,NULL,NULL,NULL,NULL,NULL
924,NO,NULL,NULL,NULL,NULL,NULL
1032,NO,NULL,NULL,NULL,NULL,NULL
1036,NO,NULL,NULL,NULL,NULL,NULL
1166,YES,A,1994-02-07,48,3105.00,149040
1173,NO,NULL,NULL,NULL,NULL,NULL
1288,NO,NULL,NULL,NULL,NULL,NULL
1363,NO,NULL,NULL,NULL,NULL,NULL
1383,NO,NULL,NULL,NULL,NULL,NULL
1439,NO,NULL,NULL,NULL,NULL,NULL
1515,NO,NULL,NULL,NULL,NULL,NULL
1686,NO,NULL,NULL,NULL,NULL,NULL
1903,NO,NULL,NULL,NULL,NULL,NULL
2133,NO,NULL,NULL,NULL,NULL,NULL
2196,NO,NULL,NULL,NULL,NULL,NULL
2469,NO,NULL,NULL,NULL,NULL,NULL
2477,NO,NULL,NULL,NULL,NULL,NULL
2724,NO,NULL,NULL,NULL,NULL,NULL
2772,NO,NULL,NULL,NULL,NULL,NULL
2795,NO,NULL,NULL,NULL,NULL,NULL
2801,NO,NULL,NULL,NULL,NULL,NULL
2824,YES,C,1994-07-16,60,841.00,50460
2859,NO,NULL,NULL,NULL,NULL,NULL
3004,NO,NULL,NULL,NULL,NULL,NULL
3053,NO,NULL,NULL,NULL,NULL,NULL
3194,NO,NULL,NULL,NULL,NULL,NULL
3299,NO,NULL,NULL,NULL,NULL,NULL
3325,NO,NULL,NULL,NULL,NULL,NULL
3365,NO,NULL,NULL,NULL,NULL,NULL
3423,NO,NULL,NULL,NULL,NULL,NULL
4081,YES,B,1995-11-28,24,5746.00,137904
5984,NO,NULL,NULL,NULL,NULL,NULL
7274,YES,C,1998-03-12,12,4087.00,49044
8173,YES,A,1994-05-20,12,6695.00,80340
9225,YES,C,1997-04-13,48,3422.00,164256
9236,YES,A,1993-12-21,12,7218.00,86616
9631,YES,C,1997-11-09,24,2477.00,59448
9828,YES,A,1995-04-13,24,5275.00,126600
10663,YES,A,1995-10-28,36,7223.00,260028
11065,YES,A,1994-06-12,48,1445.00,69360
4,NO,NULL,NULL,NULL,NULL,NULL
16,NO,NULL,NULL,NULL,NULL,NULL
358,NO,NULL,NULL,NULL,NULL,NULL
371,NO,NULL,NULL,NULL,NULL,NULL
423,NO,NULL,NULL,NULL,NULL,NULL
424,NO,NULL,NULL,NULL,NULL,NULL
556,NO,NULL,NULL,NULL,NULL,NULL
582,NO,NULL,NULL,NULL,NULL,NULL
604,NO,NULL,NULL,NULL,NULL,NULL
702,NO,NULL,NULL,NULL,NULL,NULL
765,NO,NULL,NULL,NULL,NULL,NULL
788,NO,NULL,NULL,NULL,NULL,NULL
971,NO,NULL,NULL,NULL,NULL,NULL
1136,NO,NULL,NULL,NULL,NULL,NULL
1183,NO,NULL,NULL,NULL,NULL,NULL
1185,NO,NULL,NULL,NULL,NULL,NULL
1344,NO,NULL,NULL,NULL,NULL,NULL
1459,NO,NULL,NULL,NULL,NULL,NULL
1657,NO,NULL,NULL,NULL,NULL,NULL
1670,NO,NULL,NULL,NULL,NULL,NULL
1843,YES,A,1993-08-03,36,2939.00,105804
1925,NO,NULL,NULL,NULL,NULL,NULL
2074,NO,NULL,NULL,NULL,NULL,NULL
2386,NO,NULL,NULL,NULL,NULL,NULL
2710,NO,NULL,NULL,NULL,NULL,NULL
2832,NO,NULL,NULL,NULL,NULL,NULL
2972,NO,NULL,NULL,NULL,NULL,NULL
3089,NO,NULL,NULL,NULL,NULL,NULL
3106,NO,NULL,NULL,NULL,NULL,NULL
3139,NO,NULL,NULL,NULL,NULL,NULL
3252,NO,NULL,NULL,NULL,NULL,NULL
3390,YES,C,1998-03-11,12,3386.00,40632
3529,NO,NULL,NULL,NULL,NULL,NULL
3901,NO,NULL,NULL,NULL,NULL,NULL
3995,NO,NULL,NULL,NULL,NULL,NULL
4588,NO,NULL,NULL,NULL,NULL,NULL
4937,YES,A,1994-07-23,24,5996.00,143904
