account_id,yr,mon,date,M_IN,M_OUT,Balance
1117,1998,3,1998-03-09,5446,2730,2716
1117,1998,4,1998-04-09,5457,4170,1287
1117,1998,5,1998-05-09,5462,2730,2732
1117,1998,6,1998-06-09,5452,11130,-5678
1117,1998,7,1998-07-09,5447,5370,77
1117,1998,8,1998-08-09,5450,2730,2720
1117,1998,9,1998-09-09,5460,3530,1930
1117,1998,10,1998-10-09,5454,8850,-3396
1117,1998,11,1998-11-09,5451,5230,221
1117,1998,12,1998-12-09,5455,3565,1890
1118,1993,7,1993-07-04,7764,0,7764
1118,1993,8,1993-08-07,18231,0,18231
1118,1993,9,1993-09-07,8273,0,8273
1118,1993,10,1993-10-07,7688,5400,2288
1118,1993,11,1993-11-07,7685,10040,-2355
1118,1993,12,1993-12-07,11447,17540,-6093
1118,1994,1,1994-01-07,14639,21600,-6961
1118,1994,2,1994-02-07,7637,5040,2597
1118,1994,3,1994-03-07,10753,8480,2273
1118,1994,4,1994-04-07,7658,9140,-1482
1118,1994,5,1994-05-07,7751,5040,2711
1118,1994,6,1994-06-07,11424,12760,-1336
1118,1994,7,1994-07-07,7656,10440,-2784
1118,1994,8,1994-08-07,7645,6640,1005
1118,1994,9,1994-09-07,7648,7340,308
1118,1994,10,1994-10-07,7647,10640,-2993
1118,1994,11,1994-11-07,7638,6140,1498
1118,1994,12,1994-12-07,11902,16880,-4978
1118,1995,1,1995-01-07,7609,10180,-2571
1118,1995,2,1995-02-07,7612,7040,572
1118,1995,3,1995-03-07,7611,9900,-2289
1118,1995,4,1995-04-07,7602,7880,-278
1118,1995,5,1995-05-07,8406,5040,3366
1118,1995,6,1995-06-07,11395,10720,675
1118,1995,7,1995-07-07,7617,9240,-1623
1118,1995,8,1995-08-07,7609,9640,-2031
1118,1995,9,1995-09-07,7604,7800,-196
1118,1995,10,1995-10-07,7601,8140,-539
1118,1995,11,1995-11-07,7598,9040,-1442
1118,1995,12,1995-12-07,11371,7440,3931
1118,1996,1,1996-01-07,7604,8760,-1156
1118,1996,2,1996-02-07,7608,5040,2568
1118,1996,3,1996-03-07,7619,5040,2579
1118,1996,4,1996-04-07,7629,5040,2589
1118,1996,5,1996-05-07,7640,5040,2600
1118,1996,6,1996-06-07,11419,10440,979
1118,1996,7,1996-07-07,7655,5040,2615
1118,1996,8,1996-08-07,7666,5040,2626
1118,1996,9,1996-09-07,7636,25140,-17504
1118,1996,10,1996-10-07,7604,5040,2564
1118,1996,11,1996-11-07,7597,10920,-3323
1118,1996,12,1996-12-07,11382,5040,6342
1118,1997,1,1997-01-07,7614,11520,-3906
1118,1997,2,1997-02-07,7612,5040,2572
1118,1997,3,1997-03-07,7622,5040,2582
1118,1997,4,1997-04-07,7631,9240,-1609
1118,1997,5,1997-05-07,7625,5040,2585
1118,1997,6,1997-06-07,11417,5040,6377
1118,1997,7,1997-07-07,7656,7440,216
1118,1997,8,1997-08-07,7660,7560,100
1118,1997,9,1997-09-07,7664,5040,2624
1118,1997,10,1997-10-07,7645,14880,-7235
1118,1997,11,1997-11-07,7644,5040,2604
1118,1997,12,1997-12-07,11424,9200,2224
1118,1998,1,1998-01-07,7634,19080,-11446
1118,1998,2,1998-02-07,7617,5040,2577
1118,1998,3,1998-03-07,7625,5640,1985
1118,1998,4,1998-04-07,7635,5040,2595
1118,1998,5,1998-05-07,7646,5040,2606
1118,1998,6,1998-06-07,11439,5040,6399
1118,1998,7,1998-07-07,7683,5040,2643
1118,1998,8,1998-08-07,7695,5040,2655
1118,1998,9,1998-09-07,7698,9840,-2142
1118,1998,10,1998-10-07,7697,5040,2657
1118,1998,11,1998-11-07,7695,10320,-2625
1118,1998,12,1998-12-07,11472,7105,4367
1120,1993,10,1993-10-05,900,0,900
1120,1993,11,1993-11-05,5428,0,5428
1120,1993,12,1993-12-05,5428,0,5428
1120,1994,1,1994-01-05,5428,0,5428
1120,1994,2,1994-02-05,5428,0,5428
1120,1994,3,1994-03-05,5521,3218,2303
1120,1994,4,1994-04-05,5538,4318,1220
1120,1994,5,1994-05-05,5539,5618,-79
1120,1994,6,1994-06-05,5523,17898,-12375
1120,1994,7,1994-07-05,5495,2718,2777
1120,1994,8,1994-08-05,5505,5678,-173
1120,1994,9,1994-09-05,5506,2718,2788
1120,1994,10,1994-10-05,5511,4878,633
1120,1994,11,1994-11-05,5515,6638,-1123
1120,1994,12,1994-12-05,5514,3918,1596
1120,1995,1,1995-01-05,5507,11868,-6361
1120,1995,2,1995-02-05,5495,2718,2777
1120,1995,3,1995-03-05,5507,2718,2789
1120,1995,4,1995-04-05,5518,3618,1900
1120,1995,5,1995-05-05,5526,3118,2408
1120,1995,6,1995-06-05,5503,15718,-10215
1120,1995,7,1995-07-05,5494,2718,2776
1120,1995,8,1995-08-05,5503,6118,-615
1120,1995,9,1995-09-05,5498,5818,-320
1120,1995,10,1995-10-05,5497,6478,-981
1120,1995,11,1995-11-05,5495,5318,177
1120,1995,12,1995-12-05,5494,5918,-424
1120,1996,1,1996-01-05,5485,7638,-2153
1120,1996,2,1996-02-05,5487,2718,2769
1120,1996,3,1996-03-05,5495,5718,-223
1120,1996,4,1996-04-05,5491,8118,-2627
1120,1996,5,1996-05-05,5484,4618,866
1120,1996,6,1996-06-05,5491,2718,2773
1120,1996,7,1996-07-05,5502,3198,2304
1120,1996,8,1996-08-05,5499,10518,-5019
1120,1996,9,1996-09-05,5491,2718,2773
1120,1996,10,1996-10-05,5502,2718,2784
1120,1996,11,1996-11-05,5501,8158,-2657
1120,1996,12,1996-12-05,5502,3568,1934
1120,1997,1,1997-01-05,5492,9198,-3706
1120,1997,2,1997-02-05,5495,2718,2777
1120,1997,3,1997-03-05,5507,2718,2789
1120,1997,4,1997-04-05,5512,5758,-246
1120,1997,5,1997-05-05,5513,6158,-645
1120,1997,6,1997-06-05,5507,6418,-911
1120,1997,7,1997-07-05,5510,6078,-568
1120,1997,8,1997-08-05,5508,2718,2790
1120,1997,9,1997-09-05,5515,4798,717
1120,1997,10,1997-10-05,5523,2718,2805
1120,1997,11,1997-11-05,5534,2718,2816
1120,1997,12,1997-12-05,5544,3518,2026
1120,1998,1,1998-01-05,5540,12558,-7018
1120,1998,2,1998-02-05,5511,7358,-1847
1120,1998,3,1998-03-05,5517,2718,2799
1120,1998,4,1998-04-05,5529,2718,2811
1120,1998,5,1998-05-05,5538,4078,1460
1120,1998,6,1998-06-05,5512,15158,-9646
1120,1998,7,1998-07-05,5499,6078,-579
1120,1998,8,1998-08-05,5504,2718,2786
1120,1998,9,1998-09-05,5516,2718,2798
1120,1998,10,1998-10-05,5527,2718,2809
1120,1998,11,1998-11-05,5539,2718,2821
1120,1998,12,1998-12-05,5548,3553,1995
1121,1996,4,1996-04-17,800,0,800
1121,1996,5,1996-05-06,19719,0,19719
1121,1996,6,1996-06-06,26940,9000,17940
1121,1996,7,1996-07-06,18042,15900,2142
1121,1996,8,1996-08-06,18057,13400,4657
1121,1996,9,1996-09-06,18063,19415,-1352
1121,1996,10,1996-10-06,18071,13715,4356
1121,1996,11,1996-11-06,18071,21715,-3644
1121,1996,12,1996-12-06,27046,19415,7631
1121,1997,1,1997-01-06,18074,27515,-9441
1121,1997,2,1997-02-06,18068,13415,4653
1121,1997,3,1997-03-06,18080,16215,1865
1121,1997,4,1997-04-06,18085,17215,870
1121,1997,5,1997-05-06,18086,19115,-1029
1121,1997,6,1997-06-06,27029,27815,-786
1121,1997,7,1997-07-06,18080,17715,365
1121,1997,8,1997-08-06,18082,17515,567
1121,1997,9,1997-09-06,18086,16915,1171
1121,1997,10,1997-10-06,18072,27015,-8943
1121,1997,11,1997-11-06,18043,20215,-2172
1121,1997,12,1997-12-06,26995,23515,3480
1121,1998,1,1998-01-06,18025,34715,-16690
1121,1998,2,1998-02-06,18021,9315,8706
1121,1998,3,1998-03-06,18051,10215,7836
1121,1998,4,1998-04-06,18092,7015,11077
1121,1998,5,1998-05-06,18115,13715,4400
1121,1998,6,1998-06-06,27081,45815,-18734
1121,1998,7,1998-07-06,18084,8215,9869
1121,1998,8,1998-08-06,18141,1615,16526
1121,1998,9,1998-09-06,18175,15515,2660
1121,1998,10,1998-10-06,18175,15215,2960
1121,1998,11,1998-11-06,18188,14115,4073
1121,1998,12,1998-12-06,27145,20300,6845
1122,1995,8,1995-08-12,500,0,500
1122,1995,9,1995-09-07,17634,0,17634
1122,1995,10,1995-10-07,9682,1600,8082
1122,1995,11,1995-11-07,9701,7000,2701
1122,1995,12,1995-12-07,14514,8400,6114
1122,1996,1,1996-01-07,9718,19015,-9297
1122,1996,2,1996-02-07,9690,10915,-1225
1122,1996,3,1996-03-07,9695,6815,2880
1122,1996,4,1996-04-07,9700,8915,785
1122,1996,5,1996-05-07,9703,10815,-1112
1122,1996,6,1996-06-07,14456,25315,-10859
1122,1996,7,1996-07-07,9683,5915,3768
1122,1996,8,1996-08-07,9687,5215,4472
1122,1996,9,1996-09-07,9691,7915,1776
1122,1996,10,1996-10-07,9699,7915,1784
1122,1996,11,1996-11-07,9712,6115,3597
1122,1996,12,1996-12-07,14527,11215,3312
1122,1997,1,1997-01-07,9694,27315,-17621
1122,1997,2,1997-02-07,9675,3615,6060
1122,1997,3,1997-03-07,9684,8815,869
1122,1997,4,1997-04-07,9687,8915,772
1122,1997,5,1997-05-07,9690,9015,675
1122,1997,6,1997-06-07,14493,11415,3078
1122,1997,7,1997-07-07,9688,14315,-4627
1122,1997,8,1997-08-07,9681,21215,-11534
1122,1997,9,1997-09-07,9665,7915,1750
1122,1997,10,1997-10-07,9654,7815,1839
1122,1997,11,1997-11-07,9655,10315,-660
1122,1997,12,1997-12-07,14457,16315,-1858
1122,1998,1,1998-01-07,9649,8515,1134
1122,1998,2,1998-02-07,9650,515,9135
1122,1998,3,1998-03-07,9680,17215,-7535
1122,1998,4,1998-04-07,9653,15,9638
1122,1998,5,1998-05-07,9693,15,9678
1122,1998,6,1998-06-07,14513,18315,-3802
1122,1998,7,1998-07-07,9704,27715,-18011
1122,1998,8,1998-08-07,9642,15,9627
1122,1998,9,1998-09-07,9673,18815,-9142
1122,1998,10,1998-10-07,9644,15,9629
1122,1998,11,1998-11-07,9672,20215,-10543
1122,1998,12,1998-12-07,14430,14700,-270
1123,1993,11,1993-11-01,16674,0,16674
1123,1993,12,1993-12-12,30695,12100,18595
1123,1994,1,1994-01-12,16378,11200,5178
1123,1994,2,1994-02-12,16398,0,16398
1123,1994,3,1994-03-12,16418,37067,-20649
1123,1994,4,1994-04-12,16415,19527,-3112
1123,1994,5,1994-05-12,16385,14627,1758
1123,1994,6,1994-06-12,24522,21087,3435
1123,1994,7,1994-07-12,16387,25107,-8720
1123,1994,8,1994-08-12,16368,16127,241
1123,1994,9,1994-09-12,16368,15827,541
1123,1994,10,1994-10-12,16371,13947,2424
1123,1994,11,1994-11-12,16381,14527,1854
1123,1994,12,1994-12-12,24516,21167,3349
1123,1995,1,1995-01-12,16367,25867,-9500
1123,1995,2,1995-02-12,16352,17507,-1155
1123,1995,3,1995-03-12,16350,16627,-277
1123,1995,4,1995-04-12,16357,13627,2730
1123,1995,5,1995-05-12,17361,14767,2594
1123,1995,6,1995-06-12,24503,21807,2696
1123,1995,7,1995-07-12,16385,17427,-1042
1123,1995,8,1995-08-12,16384,14227,2157
1123,1995,9,1995-09-12,16378,21727,-5349
1123,1995,10,1995-10-12,16364,17927,-1563
1123,1995,11,1995-11-12,16363,14027,2336
1123,1995,12,1995-12-12,24497,21227,3270
1123,1996,1,1996-01-12,16357,27087,-10730
1123,1996,2,1996-02-12,16341,13427,2914
1123,1996,3,1996-03-12,16355,12427,3928
1123,1996,4,1996-04-12,16367,14527,1840
1123,1996,5,1996-05-12,16368,18527,-2159
1123,1996,6,1996-06-12,24495,17427,7068
1123,1996,7,1996-07-12,16382,21027,-4645
1123,1996,8,1996-08-12,16365,19127,-2762
1123,1996,9,1996-09-12,16352,19427,-3075
1123,1996,10,1996-10-12,16337,21467,-5130
1123,1996,11,1996-11-12,16322,16687,-365
1123,1996,12,1996-12-12,24452,21507,2945
1123,1997,1,1997-01-12,16315,25347,-9032
1123,1997,2,1997-02-12,16296,15827,469
1123,1997,3,1997-03-12,16297,16427,-130
1123,1997,4,1997-04-12,16312,16827,-515
1123,1997,5,1997-05-12,16295,15527,768
1123,1997,6,1997-06-12,24420,22207,2213
1123,1997,7,1997-07-12,16306,16227,79
1123,1997,8,1997-08-12,16296,20627,-4331
1123,1997,9,1997-09-12,16307,9327,6980
1123,1997,10,1997-10-12,16325,13327,2998
1123,1997,11,1997-11-12,16327,17227,-900
1123,1997,12,1997-12-12,24472,12807,11665
1123,1998,1,1998-01-12,16326,35367,-19041
1123,1998,2,1998-02-12,16311,10027,6284
1123,1998,3,1998-03-12,16333,11647,4686
1123,1998,4,1998-04-12,16340,17287,-947
1123,1998,5,1998-05-12,16330,18827,-2497
1123,1998,6,1998-06-12,24462,16227,8235
1123,1998,7,1998-07-12,16338,24627,-8289
1123,1998,8,1998-08-12,16325,16327,-2
1123,1998,9,1998-09-12,16331,14327,2004
1123,1998,10,1998-10-12,16342,13027,3315
1123,1998,11,1998-11-12,16354,13927,2427
1123,1998,12,1998-12-12,24467,23532,935
1124,1996,6,1996-06-02,900,0,900
1124,1996,7,1996-07-31,55257,0,55257
1124,1996,8,1996-08-31,231,23600,-23369
1124,1996,9,1996-09-21,104140,97715,6425
1124,1996,10,1996-10-17,49648,40884,8764
1124,1996,11,1996-11-08,97807,106849,-9042
1124,1996,12,1996-12-11,31549,37884,-6335
1124,1997,1,1997-01-17,8112,20684,-12572
1124,1997,2,1997-02-08,61165,36550,24615
1124,1997,3,1997-03-07,34976,25184,9792
1124,1997,4,1997-04-04,19687,27184,-7497
1124,1997,5,1997-05-20,20363,23184,-2821
1124,1997,6,1997-06-19,71042,50655,20387
1124,1997,7,1997-07-04,85826,95735,-9909
1124,1997,8,1997-08-11,102258,117484,-15226
1124,1997,9,1997-09-22,45966,40284,5682
1124,1997,10,1997-10-31,57056,32284,24772
1124,1997,11,1997-11-06,28431,51794,-23363
1124,1997,12,1997-12-12,36776,30584,6192
1124,1998,1,1998-01-14,138379,168084,-29705
1124,1998,2,1998-02-26,14880,7818,7062
1124,1998,3,1998-03-16,106059,63288,42771
1124,1998,4,1998-04-26,89784,91984,-2200
1124,1998,5,1998-05-21,34478,39084,-4606
1124,1998,6,1998-06-25,44515,39340,5175
1124,1998,7,1998-07-21,30934,41222,-10288
1124,1998,8,1998-08-03,70629,50143,20486
1124,1998,9,1998-09-19,98793,119271,-20478
1124,1998,10,1998-10-04,85228,60811,24417
1124,1998,11,1998-11-30,311,23284,-22973
1124,1998,12,1998-12-28,54888,40568,14320
1125,1997,11,1997-11-21,900,0,900
1125,1997,12,1997-12-21,10500,0,10500
1125,1998,1,1998-01-17,147100,110100,37000
1125,1998,2,1998-02-06,13015,47997,-34982
1125,1998,3,1998-03-25,84455,21496,62959
1125,1998,4,1998-04-18,76191,98496,-22305
1125,1998,5,1998-05-15,17692,37916,-20224
1125,1998,6,1998-06-19,7997,18396,-10399
1125,1998,7,1998-07-23,82205,26827,55378
1125,1998,8,1998-08-18,132173,138719,-6546
1125,1998,9,1998-09-10,40196,46996,-6800
1125,1998,10,1998-10-03,16421,54953,-38532
1125,1998,11,1998-11-07,59132,49750,9382
1125,1998,12,1998-12-10,44443,34563,9880
1126,1993,3,1993-03-08,1100,0,1100
1126,1993,4,1993-04-05,11730,0,11730
1126,1993,5,1993-05-05,7967,0,7967
1126,1993,6,1993-06-05,6382,1800,4582
1126,1993,7,1993-07-05,4299,2500,1799
1126,1993,8,1993-08-05,4292,8406,-4114
1126,1993,9,1993-09-05,6800,2806,3994
1126,1993,10,1993-10-05,4299,10106,-5807
1126,1993,11,1993-11-05,4270,7406,-3136
1126,1993,12,1993-12-05,8778,3306,5472
1126,1994,1,1994-01-05,4263,14906,-10643
1126,1994,2,1994-02-05,12578,2806,9772
1126,1994,3,1994-03-05,7900,5906,1994
1126,1994,4,1994-04-05,7106,3506,3600
1126,1994,5,1994-05-05,4305,4706,-401
1126,1994,6,1994-06-05,6398,6506,-108
1126,1994,7,1994-07-05,6317,5406,911
1126,1994,8,1994-08-05,5011,2806,2205
1126,1994,9,1994-09-05,4319,4406,-87
1126,1994,10,1994-10-05,4318,7006,-2688
1126,1994,11,1994-11-05,5809,2806,3003
1126,1994,12,1994-12-05,6415,7506,-1091
1126,1995,1,1995-01-05,7498,12806,-5308
1126,1995,2,1995-02-05,12483,12206,277
1126,1995,3,1995-03-05,4295,3206,1089
1126,1995,4,1995-04-05,8101,2806,5295
1126,1995,5,1995-05-05,4722,2806,1916
1126,1995,6,1995-06-05,6410,9906,-3496
1126,1995,7,1995-07-05,7017,2806,4211
1126,1995,8,1995-08-05,5834,2806,3028
1126,1995,9,1995-09-05,4745,2806,1939
1126,1995,10,1995-10-05,4753,2806,1947
1126,1995,11,1995-11-05,4561,2806,1755
1126,1995,12,1995-12-05,6453,12106,-5653
1126,1996,1,1996-01-05,10329,18506,-8177
1126,1996,2,1996-02-05,11419,2806,8613
1126,1996,3,1996-03-05,9753,2806,6947
1126,1996,4,1996-04-05,4374,3806,568
1126,1996,5,1996-05-05,4375,4306,69
1126,1996,6,1996-06-05,10472,8606,1866
1126,1996,7,1996-07-05,4385,3206,1179
1126,1996,8,1996-08-05,4891,2806,2085
1126,1996,9,1996-09-05,7104,2806,4298
1126,1996,10,1996-10-05,4406,8606,-4200
1126,1996,11,1996-11-05,4399,2806,1593
1126,1996,12,1996-12-05,6496,7806,-1310
1126,1997,1,1997-01-05,6982,16406,-9424
1126,1997,2,1997-02-05,11867,7206,4661
1126,1997,3,1997-03-05,7386,2806,4580
1126,1997,4,1997-04-05,6200,5006,1194
1126,1997,5,1997-05-05,4404,2806,1598
1126,1997,6,1997-06-05,6800,8606,-1806
1126,1997,7,1997-07-05,6708,2806,3902
1126,1997,8,1997-08-05,4418,3106,1312
1126,1997,9,1997-09-05,4415,6406,-1991
1126,1997,10,1997-10-05,4411,4606,-195
1126,1997,11,1997-11-05,4414,3206,1208
1126,1997,12,1997-12-05,6503,11006,-4503
1126,1998,1,1998-01-05,4367,16506,-12139
1126,1998,2,1998-02-05,5955,2806,3149
1126,1998,3,1998-03-05,10979,4106,6873
1126,1998,4,1998-04-05,7600,2806,4794
1126,1998,5,1998-05-05,4411,2906,1505
1126,1998,6,1998-06-05,6428,36106,-29678
1126,1998,7,1998-07-05,18332,4306,14026
1126,1998,8,1998-08-05,11375,2806,8569
1126,1998,9,1998-09-05,7098,2806,4292
1126,1998,10,1998-10-05,4391,7606,-3215
1126,1998,11,1998-11-05,4386,5306,-920
1126,1998,12,1998-12-05,9496,4191,5305
1127,1993,1,1993-01-27,600,0,600
1127,1993,2,1993-02-05,25142,0,25142
1127,1993,3,1993-03-05,23442,14800,8642
1127,1993,4,1993-04-05,23478,15000,8478
1127,1993,5,1993-05-05,23509,22000,1509
1127,1993,6,1993-06-05,35232,36975,-1743
1127,1993,7,1993-07-05,23534,28275,-4741
1127,1993,8,1993-08-05,23523,23275,248
1127,1993,9,1993-09-05,23525,19875,3650
1127,1993,10,1993-10-05,23538,22075,1463
1127,1993,11,1993-11-05,23541,28275,-4734
1127,1993,12,1993-12-05,35217,25875,9342
1127,1994,1,1994-01-05,23538,32275,-8737
1127,1994,2,1994-02-05,23520,22475,1045
1127,1994,3,1994-03-05,23519,23775,-256
1127,1994,4,1994-04-05,23529,20175,3354
1127,1994,5,1994-05-05,23542,20275,3267
1127,1994,6,1994-06-05,35184,45775,-10591
1127,1994,7,1994-07-05,23513,17775,5738
1127,1994,8,1994-08-05,23530,21075,2455
1127,1994,9,1994-09-05,23536,22775,761
1127,1994,10,1994-10-05,23540,21675,1865
1127,1994,11,1994-11-05,23548,20875,2673
1127,1994,12,1994-12-05,35246,27275,7971
1127,1995,1,1995-01-05,23568,36775,-13207
1127,1995,2,1995-02-05,23534,20375,3159
1127,1995,3,1995-03-05,23551,19975,3576
1127,1995,4,1995-04-05,23558,23075,483
1127,1995,5,1995-05-05,23557,24775,-1218
1127,1995,6,1995-06-05,35199,39375,-4176
1127,1995,7,1995-07-05,23538,21675,1863
1127,1995,8,1995-08-05,23552,17775,5777
1127,1995,9,1995-09-05,23559,24375,-816
1127,1995,10,1995-10-05,23567,19475,4092
1127,1995,11,1995-11-05,23568,25175,-1607
1127,1995,12,1995-12-05,35251,28975,6276
1127,1996,1,1996-01-05,23576,32275,-8699
1127,1996,2,1996-02-05,23561,21075,2486
1127,1996,3,1996-03-05,23570,20875,2695
1127,1996,4,1996-04-05,23579,21175,2404
1127,1996,5,1996-05-05,23587,21775,1812
1127,1996,6,1996-06-05,35236,44575,-9339
1127,1996,7,1996-07-05,23557,21775,1782
1127,1996,8,1996-08-05,23552,24875,-1323
1127,1996,9,1996-09-05,23548,24375,-827
1127,1996,10,1996-10-05,23554,24075,-521
1127,1996,11,1996-11-05,23545,23675,-130
1127,1996,12,1996-12-05,35227,30075,5152
1127,1997,1,1997-01-05,23538,35675,-12137
1127,1997,2,1997-02-05,23536,22175,1361
1127,1997,3,1997-03-05,23533,20075,3458
1127,1997,4,1997-04-05,23541,23075,466
1127,1997,5,1997-05-05,23546,21175,2371
1127,1997,6,1997-06-05,35196,39975,-4779
1127,1997,7,1997-07-05,23550,20175,3375
1127,1997,8,1997-08-05,23599,7975,15624
1127,1997,9,1997-09-05,23636,15675,7961
1127,1997,10,1997-10-05,23655,19375,4280
1127,1997,11,1997-11-05,23659,23375,284
1127,1997,12,1997-12-05,35381,19475,15906
1127,1998,1,1998-01-05,23672,45975,-22303
1127,1998,2,1998-02-05,23673,7575,16098
1127,1998,3,1998-03-05,23702,22575,1127
1127,1998,4,1998-04-05,23714,20475,3239
1127,1998,5,1998-05-05,23705,37475,-13770
1127,1998,6,1998-06-05,35383,30875,4508
1127,1998,7,1998-07-05,23718,22075,1643
1127,1998,8,1998-08-05,23724,24075,-351
1127,1998,9,1998-09-05,23720,26175,-2455
1127,1998,10,1998-10-05,23710,22075,1635
1127,1998,11,1998-11-05,23715,23775,-60
1127,1998,12,1998-12-05,35226,67360,-32134
1128,1993,11,1993-11-21,400,0,400
1128,1993,12,1993-12-07,6189,0,6189
1128,1994,1,1994-01-07,6189,0,6189
1128,1994,2,1994-02-07,6189,0,6189
1128,1994,3,1994-03-07,6189,0,6189
1128,1994,4,1994-04-07,6266,2085,4181
1128,1994,5,1994-05-07,6319,4385,1934
1128,1994,6,1994-06-07,6315,8735,-2420
1128,1994,7,1994-07-07,6319,3085,3234
1128,1994,8,1994-08-07,6325,6985,-660
1128,1994,9,1994-09-07,6324,5485,839
1128,1994,10,1994-10-07,6328,7165,-837
1128,1994,11,1994-11-07,6316,9205,-2889
1128,1994,12,1994-12-07,6311,5525,786
1128,1995,1,1995-01-07,6306,9525,-3219
1128,1995,2,1995-02-07,6306,2885,3421
1128,1995,3,1995-03-07,6317,4785,1532
1128,1995,4,1995-04-07,6319,6585,-266
1128,1995,5,1995-05-07,6318,8125,-1807
1128,1995,6,1995-06-07,6303,10835,-4532
1128,1995,7,1995-07-07,6302,2085,4217
1128,1995,8,1995-08-07,6319,2085,4234
1128,1995,9,1995-09-07,6336,4385,1951
1128,1995,10,1995-10-07,6344,2885,3459
1128,1995,11,1995-11-07,6341,8885,-2544
1128,1995,12,1995-12-07,6345,3785,2560
1128,1996,1,1996-01-07,6337,11605,-5268
1128,1996,2,1996-02-07,6320,9265,-2945
1128,1996,3,1996-03-07,6325,2805,3520
1128,1996,4,1996-04-07,6338,3385,2953
1128,1996,5,1996-05-07,6341,10705,-4364
1128,1996,6,1996-06-07,6284,19035,-12751
1128,1996,7,1996-07-07,6281,2085,4196
1128,1996,8,1996-08-07,6298,2085,4213
1128,1996,9,1996-09-07,6315,2085,4230
1128,1996,10,1996-10-07,6333,2085,4248
1128,1996,11,1996-11-07,6346,4585,1761
1128,1996,12,1996-12-07,6346,8105,-1759
1128,1997,1,1997-01-07,6323,13105,-6782
1128,1997,2,1997-02-07,6315,5525,790
1128,1997,3,1997-03-07,6324,3285,3039
1128,1997,4,1997-04-07,6338,2085,4253
1128,1997,5,1997-05-07,6356,2085,4271
1128,1997,6,1997-06-07,6348,11785,-5437
1128,1997,7,1997-07-07,6348,7525,-1177
1128,1997,8,1997-08-07,6346,2085,4261
1128,1997,9,1997-09-07,6359,7005,-646
1128,1997,10,1997-10-07,6361,2085,4276
1128,1997,11,1997-11-07,6378,3785,2593
1128,1997,12,1997-12-07,6388,7185,-797
1128,1998,1,1998-01-07,6362,12825,-6463
1128,1998,2,1998-02-07,6358,4885,1473
1128,1998,3,1998-03-07,6365,2085,4280
1128,1998,4,1998-04-07,6382,3885,2497
1128,1998,5,1998-05-07,6382,8745,-2363
1128,1998,6,1998-06-07,6361,11685,-5324
1128,1998,7,1998-07-07,6360,2085,4275
1128,1998,8,1998-08-07,6378,2085,4293
1128,1998,9,1998-09-07,6396,2085,4311
1128,1998,10,1998-10-07,6414,2085,4329
1128,1998,11,1998-11-07,6431,2565,3866
1128,1998,12,1998-12-07,6440,5350,1090
1129,1995,3,1995-03-03,25264,0,25264
1129,1995,4,1995-04-10,24758,2700,22058
1129,1995,5,1995-05-10,24820,13000,11820
1129,1995,6,1995-06-10,37189,16700,20489
1129,1995,7,1995-07-10,24885,58419,-33534
1129,1995,8,1995-08-10,24830,27404,-2574
1129,1995,9,1995-09-10,24798,29664,-4866
1129,1995,10,1995-10-10,24799,20804,3995
1129,1995,11,1995-11-10,24817,27404,-2587
1129,1995,12,1995-12-10,37118,31004,6114
1129,1996,1,1996-01-10,24770,34764,-9994
1129,1996,2,1996-02-10,24779,23824,955
1129,1996,3,1996-03-10,24790,19204,5586
1129,1996,4,1996-04-10,24810,23104,1706
1129,1996,5,1996-05-10,24812,26424,-1612
1129,1996,6,1996-06-10,37112,65044,-27932
1129,1996,7,1996-07-10,24700,12804,11896
1129,1996,8,1996-08-10,24742,18904,5838
1129,1996,9,1996-09-10,24755,28984,-4229
1129,1996,10,1996-10-10,24748,18004,6744
1129,1996,11,1996-11-10,24768,23304,1464
1129,1996,12,1996-12-10,37083,32084,4999
1129,1997,1,1997-01-10,24759,48364,-23605
1129,1997,2,1997-02-10,24704,15804,8900
1129,1997,3,1997-03-10,24740,19504,5236
1129,1997,4,1997-04-10,24752,24304,448
1129,1997,5,1997-05-10,24760,19204,5556
1129,1997,6,1997-06-10,37055,48804,-11749
1129,1997,7,1997-07-10,24738,15904,8834
1129,1997,8,1997-08-10,24761,23204,1557
1129,1997,9,1997-09-10,24771,20004,4767
1129,1997,10,1997-10-10,24784,23504,1280
1129,1997,11,1997-11-10,24791,24084,707
1129,1997,12,1997-12-10,37106,32944,4162
1129,1998,1,1998-01-10,24760,45584,-20824
1129,1998,2,1998-02-10,24728,18304,6424
1129,1998,3,1998-03-10,24759,17404,7355
1129,1998,4,1998-04-10,24778,24744,34
1129,1998,5,1998-05-10,24781,20904,3877
1129,1998,6,1998-06-10,37049,39024,-1975
1129,1998,7,1998-07-10,24778,22784,1994
1129,1998,8,1998-08-10,24796,19764,5032
1129,1998,9,1998-09-10,24810,21224,3586
1129,1998,10,1998-10-10,24822,22704,2118
1129,1998,11,1998-11-10,24827,23304,1523
1129,1998,12,1998-12-10,37141,33029,4112
1130,1997,5,1997-05-11,200,0,200
1130,1997,6,1997-06-09,6588,0,6588
1130,1997,7,1997-07-09,6588,0,6588
1130,1997,8,1997-08-09,6588,0,6588
1130,1997,9,1997-09-09,6588,0,6588
1130,1997,10,1997-10-09,6671,2256,4415
1130,1997,11,1997-11-09,6725,4456,2269
1130,1997,12,1997-12-09,6735,5136,1599
1130,1998,1,1998-01-09,6724,14276,-7552
