account_id,FeesOnTheAccount,T_Total_Months,T_Total_amount,T_monthly_average,W_Total_Months,W_count,W_Total_amount,W_monthly_average
1033,0,0,0,0.0000,11,11,38400,3490.9091
1034,15,15,67504,4500.2667,18,28,82600,4693.1818
1035,15,16,114176,7136.0000,18,36,253200,13836.0656
1036,15,30,126945,4231.5000,35,67,720600,20766.5706
1037,15,17,57978,3410.4706,21,36,321500,15682.9268
1038,15,40,85880,2147.0000,40,43,36570,917.3077
1039,30,0,0,0.0000,67,175,2923288,43393.6863
1040,15,21,154176,7341.7143,26,53,891261,34279.2692
1042,15,0,0,0.0000,56,112,713800,12807.4163
1043,15,11,77196,7017.8182,15,21,276620,18775.1131
1044,15,33,101244,3068.0000,37,68,490400,13254.0541
1045,15,26,46710,1796.5385,28,51,141310,5046.7857
1046,15,40,295960,7399.0000,42,74,247200,5825.6088
1047,15,50,216950,4339.0000,52,68,168060,3254.8741
1048,15,63,242676,3852.0000,65,81,153360,2367.8847
1049,15,7,19992,2856.0000,9,12,13340,1498.8764
1050,100,65,368745,5673.0000,69,145,1476165,21270.3890
1051,15,0,0,0.0000,61,112,869300,14243.0366
1052,15,0,0,0.0000,60,74,447400,7456.6667
1053,15,50,174100,3482.0000,54,95,406720,7531.8519
1054,15,66,312576,4736.0000,69,122,425680,6184.2131
1055,15,19,40940,2154.7368,16,17,14970,955.5319
1056,30,8,51228,6403.5000,10,17,284128,28412.8000
1057,15,60,185400,3090.0000,60,56,90390,1508.1758
1058,15,24,129225,5384.3750,29,62,585960,20113.0435
1059,15,39,83694,2146.0000,38,39,43680,1141.4634
1060,0,0,0,0.0000,14,14,130300,9307.1429
1061,15,9,37900,4211.1111,9,11,48000,5333.3333
1062,15,61,478484,7844.0000,65,108,1138500,17515.3846
1063,15,0,0,0.0000,25,43,163800,6508.6093
1064,15,9,29180,3242.2222,11,17,37120,3364.3505
1065,15,0,0,0.0000,64,116,409300,6385.3354
1066,30,0,0,0.0000,27,65,1295033,48202.2208
1067,15,24,195275,8136.4583,27,55,1191200,44392.5466
1068,15,17,168216,9895.0588,22,35,250129,11615.8978
1069,15,60,184800,3080.0000,61,59,94790,1550.5453
1070,15,27,143248,5305.4815,30,56,400300,13373.0512
1071,30,59,248980,4220.0000,67,117,1614414,24095.7313
1072,15,7,28160,4022.8571,10,15,108920,10678.4314
1073,15,54,207522,3843.0000,56,74,262520,4710.2871
1074,15,0,0,0.0000,30,59,652400,21674.4186
1075,15,37,150604,4070.3784,39,36,150400,3879.6217
1076,15,46,321555,6990.3261,48,84,293900,6122.9167
1077,15,0,0,0.0000,67,120,459900,6823.4421
1078,15,24,85575,3565.6250,26,37,90060,3441.7834
1079,15,59,613128,10392.0000,63,120,1211037,19263.5790
1080,15,56,346360,6185.0000,59,119,1151860,19622.8279
1081,15,18,47196,2622.0000,16,20,34680,2167.5000
1082,15,25,56914,2276.5600,26,24,83300,3258.1486
1083,15,20,158834,7941.7000,23,43,166220,7322.4670
1085,15,10,93907,9390.7000,14,23,86800,6069.9301
1086,15,25,48960,1958.4000,25,24,15240,606.3660
1087,15,0,0,0.0000,27,57,513300,19011.1111
1088,15,55,166760,3032.0000,56,74,147230,2625.9810
1089,15,34,125656,3695.7647,37,71,421700,11397.2973
1090,15,21,72974,3474.9524,24,38,96400,3956.2244
1091,0,0,0,0.0000,56,18,26200,467.8571
1092,15,38,215232,5664.0000,41,73,322300,7778.7611
1093,15,31,462505,14919.5161,35,93,1333898,38367.1524
1094,15,24,52467,2186.1250,26,40,107620,4209.3872
1095,15,13,106050,8157.6923,16,32,265480,16320.4918
1096,15,16,59296,3706.0000,19,29,58860,3136.4121
1097,15,25,228995,9159.8000,28,54,332600,11683.8407
1098,15,56,91056,1626.0000,57,54,201620,3564.2899
1100,15,22,48775,2217.0455,22,15,26070,1183.2073
1101,15,9,75530,8392.2222,13,17,239680,18484.3188
1102,15,28,103211,3686.1071,31,45,140020,4497.4304
1103,15,0,0,0.0000,40,66,932600,23276.2063
1104,15,31,282880,9125.1613,35,65,306800,8724.1706
1105,15,48,280992,5854.0000,50,57,181900,3606.7416
1106,30,23,160460,6976.5217,63,157,1609897,25553.9206
1107,15,60,104760,1746.0000,60,106,277690,4612.7907
1108,15,41,94671,2309.0488,41,33,68860,1667.3123
1109,15,0,0,0.0000,48,91,923540,19240.4167
1110,15,12,70551,5879.2500,16,27,145700,9182.7731
1111,15,28,114898,4103.5000,33,55,612480,18429.6891
1112,15,0,0,0.0000,46,88,887800,19202.5955
1113,15,22,126021,5728.2273,24,25,117680,4951.4727
1114,30,60,201000,3350.0000,62,74,1279139,20686.8841
1115,15,64,146752,2293.0000,65,74,71060,1086.5443
1116,15,61,493246,8086.0000,63,90,364900,5755.5205
1117,15,23,63520,2761.7391,23,27,68310,2919.2308
1118,15,62,311550,5025.0000,63,74,215640,3426.4831
1120,15,58,156774,2703.0000,58,66,155110,2672.7743
1121,15,0,0,0.0000,30,65,552100,18403.3333
1122,15,0,0,0.0000,39,67,415600,10656.4103
1123,15,58,528496,9112.0000,60,105,549240,9138.7687
1124,15,26,101763,3913.9615,29,84,1501267,51354.6294
1125,30,10,132726,13272.6000,11,34,553183,48524.8246
1126,15,65,181415,2791.0000,67,90,227200,3392.7327
1127,15,67,419420,6260.0000,69,135,1343300,19393.1665
1128,15,57,117990,2070.0000,56,79,206410,3710.1857
1129,15,42,278853,6639.3571,46,93,898480,19746.8132
1130,15,14,33615,2401.0714,13,26,55300,4178.8413
1132,30,0,0,0.0000,71,203,3656046,51639.0678
1133,15,58,172989,2982.5690,58,31,90090,1559.5499
1134,15,66,520673,7888.9848,69,108,383000,5529.3551
1135,15,37,64195,1735.0000,36,58,102760,2843.9114
1136,15,61,554229,9085.7213,64,126,1554900,24119.4416
1137,15,30,65751,2191.7000,32,35,30880,975.1579
1138,0,0,0,0.0000,16,7,33600,2100.0000
1139,100,22,157652,7166.0000,28,68,1255997,45179.7482
1140,15,8,25110,3138.7500,10,8,25480,2450.0000
1141,15,17,39294,2311.4118,19,26,39560,2130.7002
1142,15,32,68541,2141.9063,34,52,69330,2049.1626
1144,15,67,150750,2250.0000,68,77,68810,1019.4074
1145,15,61,118767,1947.0000,61,65,51830,854.8103
1146,15,59,284439,4821.0000,62,119,1201060,19320.0000
1147,15,0,0,0.0000,67,139,1640620,24329.5106
1149,15,0,0,0.0000,35,28,155300,4424.5014
1150,15,0,0,0.0000,11,12,38500,3407.0796
1151,15,37,120731,3263.0000,40,90,886700,22002.4814
1152,15,64,139904,2186.0000,61,70,66640,1090.0763
1153,15,55,327305,5951.0000,59,92,410200,6972.2380
1154,30,13,48650,3742.3077,15,43,821370,54275.5507
1155,15,21,49720,2367.6190,22,32,96560,4389.0909
1156,15,0,0,0.0000,12,14,205000,17672.4138
1157,15,0,0,0.0000,67,117,417800,6257.6136
1158,15,52,112892,2171.0000,53,91,213990,4017.3342
1159,15,54,349380,6470.0000,57,99,353740,6155.5684
1160,30,24,91450,3810.4167,28,66,765084,27034.7703
1161,15,64,252608,3947.0000,64,58,114200,1792.7786
1164,15,0,0,0.0000,59,107,424700,7161.8887
1165,15,15,132320,8821.3333,19,26,152260,7821.5753
1166,15,64,430448,6725.7500,67,131,923742,13863.0615
1168,15,46,200468,4358.0000,48,83,325060,6720.7443
1169,100,54,450306,8339.0000,56,110,1538951,27645.8263
1170,15,28,378653,13523.3214,31,52,478476,15205.8051
1171,15,7,63144,9020.5714,10,12,108960,11006.0606
1172,0,0,0,0.0000,11,10,82500,7500.0000
1173,15,22,52946,2406.6364,22,25,32120,1433.9286
1174,15,40,189240,4731.0000,43,91,814520,18767.7419
1176,15,20,47607,2380.3500,19,20,60140,3165.2632
1177,15,7,28821,4117.2857,10,20,202060,20479.0541
1178,15,14,84585,6041.7857,18,37,321300,18255.6818
1179,15,66,185328,2808.0000,65,61,100960,1542.9445
1180,15,0,0,0.0000,66,130,1045020,15793.7531
1181,15,11,46440,4221.8182,13,20,71900,5433.2494
1182,15,0,0,0.0000,21,34,367398,17578.8517
1183,15,39,114192,2928.0000,41,47,131260,3201.4634
1184,15,0,0,0.0000,55,138,2185776,39886.4234
1185,15,13,39620,3047.6923,13,11,17550,1389.1821
1186,15,0,0,0.0000,9,14,84350,9037.5000
1187,15,24,57200,2383.3333,24,44,107480,4416.9863
1188,15,24,110525,4605.2083,25,31,103940,4141.0359
1189,15,64,146432,2288.0000,64,77,65070,1013.0254
1190,15,22,189727,8623.9545,26,38,178300,6964.8438
1192,15,0,0,0.0000,30,50,374500,12373.3480
1193,15,56,410704,7334.0000,58,89,516460,8863.7300
1194,15,51,161721,3171.0000,54,115,1121680,20619.1176
1195,15,18,44517,2473.1667,19,25,74490,3886.4348
1196,15,23,298680,12986.0870,32,59,904907,28278.3438
1197,15,59,152338,2582.0000,60,106,118060,1956.7956
1198,15,0,0,0.0000,18,38,384233,21385.8813
1199,15,16,46070,2879.3750,17,21,62420,3650.2924
1200,15,64,471393,7365.5156,68,129,1213800,17973.3465
1201,15,60,462540,7709.0000,64,125,552200,8696.0630
1203,15,37,150261,4061.1081,40,84,688000,17243.1078
1204,15,57,407322,7146.0000,60,116,1096080,18268.0000
1205,15,46,137494,2989.0000,46,62,101690,2196.3283
1206,15,34,111486,3279.0000,35,31,78900,2275.9615
1207,15,63,582876,9252.0000,66,134,791900,11926.2048
1208,15,8,58968,7371.0000,11,17,144380,12929.5522
1209,15,9,35680,3964.4444,11,13,22390,1975.5882
1210,15,0,0,0.0000,30,58,649500,21601.9956
1211,15,24,104412,4350.5000,26,43,119900,4689.7001
1212,15,31,89760,2895.4839,32,37,144540,4540.5236
1213,15,26,80568,3098.7692,27,29,51550,1881.3869
1214,15,18,84911,4717.2778,21,30,281700,13414.2857
1215,15,17,45144,2655.5294,16,19,41070,2566.8750
1216,15,29,70470,2430.0000,31,30,62320,2041.0480
1217,15,58,122206,2107.0000,58,64,50750,880.5668
1218,15,0,0,0.0000,23,49,817509,35186.9010
1219,15,25,103636,4145.4400,28,38,120920,4370.6024
1220,15,37,102490,2770.0000,36,43,74890,2068.7845
1221,15,0,0,0.0000,20,50,758163,37845.0749
1222,15,66,113982,1727.0000,67,96,322930,4795.9901
1223,15,24,154062,6419.2500,27,57,200300,7511.2500
1225,15,0,0,0.0000,59,124,1175400,19978.4703
1226,15,21,84172,4008.1905,24,25,76120,3189.3855
1227,15,31,271505,8758.2258,34,45,254320,7465.3620
1228,15,40,79200,1980.0000,39,55,117540,3011.2724
1229,15,8,49545,6193.1250,12,15,134640,11573.6390
1230,15,0,0,0.0000,18,41,712638,39155.9341
1231,15,54,188190,3485.0000,58,99,875660,15097.5862
1232,15,0,0,0.0000,29,21,94800,3265.2124
1233,15,30,70060,2335.3333,30,33,37360,1231.6484
1234,15,60,134160,2236.0000,60,80,254730,4215.0579
1235,15,57,163001,2859.6667,55,53,88700,1603.0120
1236,15,0,0,0.0000,65,103,379250,5870.7430
1237,15,0,0,0.0000,57,140,2251814,39207.4405
1238,15,32,74448,2326.5000,33,46,119630,3647.2561
1239,15,64,239616,3744.0000,66,70,202400,3051.2563
1240,15,10,47883,4788.3000,13,18,116500,8848.1013
1241,15,26,98696,3796.0000,27,29,95760,3559.8513
1242,100,20,275620,13781.0000,24,40,582767,23851.3097
1243,15,0,0,0.0000,31,21,123600,4008.6486
1244,15,27,108023,4000.8519,24,26,75500,3145.8333
1245,15,8,32499,4062.3750,12,15,83800,7224.1379
1246,15,48,155472,3239.0000,46,52,129990,2807.5594
1247,15,45,87234,1938.5333,61,163,2298044,37921.5182
1248,15,39,123864,3176.0000,37,58,134330,3666.8790
1249,15,41,99641,2430.2683,41,64,82410,1995.3995
1250,15,28,388834,13886.9286,32,43,420085,13127.6563
1251,30,36,267580,7432.7778,40,48,576592,14523.7280
1252,30,20,86415,4320.7500,39,96,961354,24420.5080
1253,15,15,147120,9808.0000,18,30,194200,10573.5027
1254,15,0,0,0.0000,44,109,1687411,38234.3882
1255,15,0,0,0.0000,17,54,633301,37621.8416
1256,15,52,415720,7994.6154,55,101,494460,9039.4881
1257,15,32,144771,4524.0938,36,71,576100,15885.1103
1258,15,22,44459,2020.8636,23,27,20620,884.9785
1259,15,15,52736,3515.7333,19,49,245200,13182.7957
1260,15,20,138474,6923.7000,24,41,207900,8809.3220
1261,15,41,378102,9222.0000,44,88,663160,15233.3844
1262,15,17,50778,2986.9412,18,28,71540,3909.2896
1263,30,0,0,0.0000,35,71,1122573,32073.5143
1264,15,17,118890,6993.5294,21,35,243540,11822.3301
1265,15,29,56100,1934.4828,30,34,134410,4520.5157
1266,15,24,232275,9678.1250,28,59,401980,14220.9906
1267,15,24,118215,4925.6250,27,50,455040,17042.6966
1268,15,61,135420,2220.0000,62,102,123720,1997.6319
1269,15,53,393668,7427.6981,55,97,343720,6249.4545
1270,100,25,145598,5823.9200,28,50,259238,9258.5000
1271,15,25,107328,4293.1200,27,37,120340,4402.6829
1272,30,0,0,0.0000,64,91,778509,12202.3354
1273,15,53,204739,3863.0000,55,106,998900,18041.5412
1274,30,0,0,0.0000,28,78,1105614,40155.4722
1275,15,25,49478,1979.1200,26,37,97620,3693.0643
1276,15,68,306919,4513.5147,70,105,279860,3998.0000
1277,15,61,193675,3175.0000,64,92,208580,3259.0625
1279,15,9,35870,3985.5556,12,10,26080,2254.7550
1280,15,39,97149,2491.0000,39,40,77770,2009.5607
1281,15,0,0,0.0000,19,34,223700,11920.0710
1284,15,0,4376,0.0000,13,40,529171,41021.0078
1285,15,63,454419,7213.0000,66,133,901700,13662.1212
1286,100,59,501500,8500.0000,61,159,2770164,45338.1997
1287,15,42,409689,9754.5000,45,80,651542,14330.1026
1288,15,57,168036,2948.0000,58,84,181230,3128.2509
1289,15,24,173750,7239.5833,28,56,511020,18099.8819
1291,15,50,82067,1641.3400,49,71,159540,3225.2022
1292,15,47,156557,3331.0000,50,103,475220,9536.1873
1293,15,22,80132,3642.3636,26,51,580300,22521.3454
1294,15,44,157564,3581.0000,48,74,562320,11772.2261
1295,15,45,147690,3282.0000,48,65,161900,3387.0293
1296,15,19,32140,1691.5789,22,21,60690,2750.3021
1297,15,61,377529,6189.0000,64,129,981320,15453.8583
1298,15,29,174660,6022.7586,33,65,271700,8118.5259
1299,15,62,161696,2608.0000,64,59,97600,1532.9843
1301,15,0,0,0.0000,50,39,229050,4559.7213
1302,15,56,219744,3924.0000,56,61,121890,2158.6187
1303,15,10,39611,3961.1000,13,13,34000,2663.1854
1304,15,0,0,0.0000,30,53,747697,24730.8820
1305,15,0,0,0.0000,63,130,646700,10286.8505
1306,15,41,321973,7853.0000,43,89,489400,11354.9884
1307,15,44,145068,3297.0000,45,59,180800,4017.7778
1308,15,21,70532,3358.6667,19,16,38140,1969.3632
1309,15,40,407960,10199.0000,44,89,1469640,33578.9794
1310,15,0,0,0.0000,33,58,247500,7599.7953
1311,15,31,298464,9627.8710,34,54,255100,7488.2583
1312,15,45,76050,1690.0000,46,67,183690,3996.1566
1313,15,0,0,0.0000,13,39,858177,66013.6154
1314,15,57,392673,6889.0000,60,88,676360,11198.0132
1315,15,40,250880,6272.0000,43,76,227520,5282.9721
1316,15,19,39640,2086.3158,17,20,14670,885.5131
1317,15,53,185129,3493.0000,55,78,191520,3492.7660
1318,15,3,63100,0.0000,9,9,108806,12554.5385
1319,100,8,75879,9484.8750,13,21,303409,23102.2081
1320,15,19,110260,5803.1579,23,34,231100,10047.8261
1321,15,16,45611,2850.6875,18,25,62140,3477.9851
1322,15,62,180792,2916.0000,62,56,93410,1518.8618
1323,15,25,252720,10108.8000,31,59,393780,12910.8197
1324,15,21,72521,3453.3810,24,34,394440,16526.8156
1325,15,24,53200,2216.6667,24,17,19470,820.3652
1326,15,20,63117,3155.8500,22,26,77860,3475.8929
1327,15,0,0,0.0000,50,91,315200,6359.1123
1328,15,0,0,0.0000,31,74,1091270,35089.0675
1329,15,22,217847,9902.1364,25,36,124472,4939.3651
1330,15,0,0,0.0000,26,65,1034395,40301.1039
1331,15,43,189888,4416.0000,46,52,366368,7964.5217
1332,15,64,304320,4755.0000,69,139,1300540,18839.3047
1333,15,46,299368,6508.0000,50,75,236800,4758.2050
1334,15,0,0,0.0000,64,118,418300,6535.9375
1335,15,34,223341,6568.8529,37,53,374520,10113.0513
1336,15,17,169668,9980.4706,20,43,225700,11154.8600
1337,15,60,195840,3264.0000,61,81,236200,3870.0164
1338,15,67,375133,5599.0000,71,142,1965293,27563.7167
1339,15,0,0,0.0000,15,23,369851,24989.9324
1340,15,9,23628,2625.3333,11,16,30520,2716.9139
1341,15,31,67136,2165.6774,32,37,34740,1100.5280
1342,15,12,89981,7498.4167,13,22,255593,19412.1266
1344,100,0,0,0.0000,40,82,1705302,42990.8067
1345,15,57,236094,4142.0000,60,123,1264740,21079.0000
1346,15,13,28463,2189.4615,14,24,33500,2364.7059
1347,15,20,43386,2169.3000,19,16,22390,1178.4211
1348,15,8,49789,6223.6250,12,15,52420,4558.2609
1349,15,29,114390,3944.4828,31,38,93900,3019.2926
1350,30,16,176256,11016.0000,27,34,454559,16732.2331
1351,15,28,64583,2306.5357,29,18,18970,664.8364
1352,15,47,328818,6996.1277,50,95,996000,19973.2620
1353,15,51,372147,7297.0000,55,78,581700,10653.8462
1354,15,13,43120,3316.9231,14,15,28660,2047.1429
1355,15,11,43272,3933.8182,14,28,234080,16484.5070
1356,15,0,0,0.0000,20,32,125800,6300.5008
1357,15,32,75570,2361.5625,33,46,55020,1663.9113
1358,15,27,83440,3090.3704,29,41,107200,3650.3973
1359,0,0,0,0.0000,55,25,30500,554.5455
1360,15,0,0,0.0000,50,88,342750,6850.4330
1361,15,19,123900,6521.0526,23,37,376900,16083.9260
1362,15,0,0,0.0000,23,28,341300,14564.7226
1363,15,16,117096,7318.5000,19,30,395520,20528.7197
1365,15,27,64792,2399.7037,30,38,45490,1509.6239
1366,15,66,335544,5084.0000,67,104,287080,4284.7761
1367,15,23,124395,5408.4783,27,47,226700,8522.5564
1368,15,21,97658,4650.3810,16,29,313781,19611.3125
1369,15,27,216804,8029.7778,31,49,206900,6624.3330
1370,15,21,40744,1940.1905,23,30,79700,3500.7321
1371,15,52,159848,3074.0000,50,44,76780,1528.4672
1372,15,0,0,0.0000,68,119,570000,8329.2742
1373,15,61,120414,1974.0000,61,49,63440,1040.5686
1374,15,14,121605,8686.0714,26,73,1285433,48813.9114
1375,15,52,353696,6801.8462,55,115,817400,14897.9344
1376,15,34,95585,2811.3235,33,23,44080,1343.9024
1377,15,22,52256,2375.2727,20,26,26780,1317.0492
1378,15,66,382691,5798.3485,69,132,1394400,20247.8219
1379,15,9,69530,7725.5556,13,16,64800,5010.3093
1380,15,29,297870,10271.3793,34,65,524600,15566.7656
1381,15,57,154185,2705.0000,56,48,82010,1455.7988
1382,15,60,123540,2059.0000,61,73,57270,938.8525
1383,15,27,60844,2253.4815,28,55,132710,4672.8873
1384,30,0,0,0.0000,32,72,1086850,33648.6068
1385,15,15,157344,10489.6000,17,33,163900,9603.5156
1387,0,0,0,0.0000,14,4,6500,464.2857
1388,15,0,0,0.0000,54,78,1241100,22786.4137
1389,15,14,116552,8325.1429,16,40,519661,32614.7071
1390,15,19,143160,7534.7368,22,32,134860,6243.5185
1391,15,19,61060,3213.6842,22,42,320680,14445.0450
1392,15,63,459711,7297.0000,67,112,1221300,18310.3448
1393,15,19,105080,5530.5263,23,25,105720,4537.3391
1394,15,44,90946,2066.9545,44,47,154520,3527.8539
1395,15,31,109824,3542.7097,35,46,127300,3616.4773
1396,15,25,382382,15295.2800,28,56,880144,31359.0499
1397,15,64,532416,8319.0000,68,127,748500,11007.3529
1398,0,0,0,0.0000,47,21,35800,761.7021
1399,15,26,151193,5815.1154,28,42,147140,5255.0000
1401,15,60,147780,2463.0000,62,107,257150,4158.7601
1402,15,65,333661,5133.2462,68,113,354520,5205.8737
1403,15,32,300960,9405.0000,36,59,327000,9083.3333
1404,30,62,431830,6965.0000,63,84,1374794,21718.7046
1405,15,26,64291,2472.7308,28,31,56450,2008.8968
1406,15,54,149040,2760.0000,53,40,78960,1483.2812
1407,100,18,340266,18903.6667,20,61,915351,46229.8485
1408,15,0,0,0.0000,27,59,1041299,38662.0916
1410,15,60,228960,3816.0000,62,131,1149900,18418.0459
1411,15,61,315614,5174.0000,64,135,582700,9066.9087
1412,15,63,239661,3804.1429,67,125,781660,11707.3390
1413,15,38,232294,6113.0000,41,57,390300,9621.1997
1414,15,43,392762,9134.0000,45,77,390900,8610.1322
1416,30,0,0,0.0000,65,128,2088712,32134.0308
1417,15,44,325336,7394.0000,47,93,853600,18343.8395
1418,15,17,121662,7156.5882,21,34,122280,5888.2825
1419,15,55,181775,3305.0000,57,80,154200,2713.1965
1420,15,38,68172,1794.0000,36,54,117970,3264.8524
1421,15,0,0,0.0000,48,91,329100,6818.3702
1422,15,64,169920,2655.0000,65,103,195230,3020.5776
1423,15,34,125032,3677.4118,37,38,106160,2869.1892
1424,15,14,93360,6668.5714,18,32,255920,14568.5009
1425,15,62,252278,4069.0000,63,97,310800,4907.3684
1426,15,34,91154,2681.0000,33,25,40850,1223.0539
1427,15,34,205564,6046.0000,37,57,273220,7338.0483
1429,15,61,132126,2166.0000,59,68,55870,942.1585
1430,0,0,0,0.0000,4,4,12900,0.0000
1431,15,0,0,0.0000,27,49,205300,7641.4392
1432,15,11,163080,14825.4545,17,28,422019,25422.8313
1434,15,11,38568,3506.1818,11,14,22740,2042.5150
1435,15,20,166929,8346.4500,23,42,395100,16860.5974
1436,15,44,136576,3104.0000,45,61,139100,3107.2226
1437,15,43,92923,2161.0000,45,40,67020,1498.2116
1438,30,0,0,0.0000,13,32,293891,22960.2344
1439,15,30,65782,2192.7333,28,33,28370,1026.6586
1440,15,59,123712,2096.8136,60,81,112860,1883.0923
1441,15,46,111550,2425.0000,46,81,168530,3658.3936
1442,15,63,374850,5950.0000,67,124,916020,13760.9414
1443,15,9,75050,8338.8889,13,21,215300,16228.6432
1444,15,25,52624,2104.9600,26,39,40310,1524.9685
1445,15,28,129835,4636.9643,31,45,129080,4172.8448
1446,15,43,209711,4877.0000,45,89,619800,13631.9648
1447,15,17,185310,10900.5882,20,22,108754,5392.7603
1448,0,0,0,0.0000,31,17,31900,1029.0323
1449,15,60,188080,3134.6667,62,93,247800,4022.7273
1450,15,27,86884,3217.9259,27,37,78790,2872.0535
1451,15,61,227774,3734.0000,63,96,184830,2946.2806
1452,15,0,0,0.0000,37,71,757100,20207.2954
1453,30,59,402380,6820.0000,62,141,2563638,41349.0000
1454,0,0,0,0.0000,4,3,4900,0.0000
1455,15,0,0,0.0000,33,60,280385,8487.9415
1456,15,0,0,0.0000,31,83,1939514,62363.7942
1458,15,55,179245,3259.0000,58,121,880000,15059.8973
1459,15,16,36108,2256.7500,15,12,17130,1175.9725
1460,15,20,71757,3587.8500,21,18,34590,1665.6501
1461,15,27,243740,9027.4074,32,76,1199948,37576.6597
1463,15,21,48928,2329.9048,24,31,52830,2235.4020
1464,15,0,0,0.0000,26,65,1401150,54732.4219
1465,15,38,80636,2122.0000,40,58,85800,2153.9749
1466,0,0,0,0.0000,14,12,55100,3935.7143
1467,15,52,354328,6814.0000,55,80,777200,14148.0583
1468,15,58,124642,2149.0000,57,62,52050,916.3732
1469,15,31,114368,3689.2903,33,39,81440,2485.4527
1470,15,54,219240,4060.0000,57,85,528900,9311.6197
1471,15,24,200275,8344.7917,27,38,330200,12305.5901
1472,15,37,218374,5902.0000,39,50,172920,4422.5064
1473,15,26,53568,2060.3077,27,26,23610,868.0147
1474,15,22,61985,2817.5000,21,19,28750,1386.6559
1475,30,0,0,0.0000,65,170,1624458,24927.7442
1476,15,64,221888,3467.0000,65,87,201090,3090.5225
1477,15,66,138600,2100.0000,65,70,68190,1055.0284
1478,15,20,250551,12527.5500,24,38,506363,21040.0139
1479,15,41,88642,2162.0000,41,64,82420,1994.0323
1480,30,10,37675,3767.5000,26,62,988590,38022.6923
1481,15,66,136290,2065.0000,67,77,69450,1042.7928
1482,15,19,95760,5040.0000,23,39,432900,18986.8421
1483,15,30,144553,4818.4333,33,42,155320,4711.4257
1484,15,22,69874,3176.0909,22,28,76990,3452.4664
1485,15,59,370815,6285.0000,62,126,1284000,20787.9115
1486,15,30,245775,8192.5000,33,51,585500,17688.8218
1487,15,59,130036,2204.0000,60,77,58960,982.1210
1488,15,15,97050,6470.0000,18,33,120900,6843.3962
1490,15,0,0,0.0000,28,64,1005594,35828.7648
1491,15,13,97524,7501.8462,17,31,160880,9210.6870
1492,15,21,34012,1619.6190,21,21,62070,2998.5507
1493,15,67,155105,2315.0000,67,65,192750,2866.8815
1494,15,0,0,0.0000,13,21,316800,24558.1395
1495,15,58,216282,3729.0000,60,108,1417600,23444.3219
1496,15,43,299444,6963.8140,44,67,427300,9711.3636
1497,15,60,343440,5724.0000,64,64,251100,3907.1577
1498,30,1,5526,0.0000,20,50,588911,29643.1711
1499,15,57,208962,3666.0000,60,80,258180,4317.3913
1500,15,22,94737,4306.2273,25,47,506700,20160.4775
1501,15,23,55008,2391.6522,25,29,83530,3323.4748
1502,15,9,73380,8153.3333,26,34,451555,17479.5484
1503,15,27,88788,3288.4444,25,25,44060,1750.7285
1504,15,23,132144,5745.3913,27,45,587200,21456.7600
1505,15,0,0,0.0000,67,107,710830,10567.3439
1506,15,0,0,0.0000,11,13,91700,8361.7021
1507,15,61,403759,6619.0000,64,123,1047580,16419.7492
1508,15,23,179340,7797.3913,29,42,851554,29363.9310
1509,15,51,370413,7263.0000,54,85,472120,8742.9630
1510,15,28,289565,10341.6071,32,47,448720,14185.0369
1511,100,0,0,0.0000,52,137,2413367,46292.2059
1512,15,55,485210,8822.0000,58,97,406760,6969.0463
1513,15,60,449028,7483.8000,62,123,549400,8804.4872
1514,15,12,49153,4096.0833,13,17,39090,3094.1953
1515,15,62,322804,5206.5161,67,156,1635363,24555.0000
1516,15,58,132066,2277.0000,55,38,47250,860.1335
1517,15,22,59823,2719.2273,23,28,54370,2333.4764
1518,15,0,0,0.0000,66,141,1185400,17843.4521
1519,15,37,127391,3443.0000,40,84,765520,19106.1564
1520,15,36,105948,2943.0000,37,59,98120,2635.2731
1521,15,28,87696,3132.0000,27,25,46530,1698.1752
1522,15,0,0,0.0000,11,19,73750,6507.3529
1523,100,7,92216,13173.7143,10,15,398448,39191.6066
1524,15,16,45985,2874.0625,18,20,30140,1641.0163
1525,15,23,39000,1695.6522,23,35,74380,3174.1110
1526,15,42,186186,4433.0000,44,49,144840,3259.7149
1527,100,35,145824,4166.4000,61,148,1672207,27279.0701
1528,15,16,67677,4229.8125,30,82,501180,16761.8729
1529,15,27,72772,2695.2593,28,39,67520,2374.6776
1530,15,39,144300,3700.0000,38,33,79510,2090.5346
1532,15,21,173866,8279.3333,24,31,191940,7887.9452
1534,15,62,595572,9606.0000,65,115,479460,7361.2078
1535,15,64,176448,2757.0000,66,85,262520,4007.9389
1536,30,66,871464,13204.0000,69,123,1251083,18018.4782
1537,15,0,0,0.0000,17,23,170740,10183.3002
1538,15,25,267488,10699.5200,25,57,1487113,59484.5200
1539,100,0,0,0.0000,71,226,1806081,25461.6682
1540,15,41,308420,7522.4390,44,84,746000,16865.1093
1541,15,0,0,0.0000,23,34,198950,8764.3172
1542,15,26,71685,2757.1154,27,38,133020,4926.6667
1543,15,0,0,0.0000,30,37,239600,7986.6667
1544,15,61,592615,9715.0000,64,131,721540,11227.2822
1545,15,63,235431,3737.0000,64,98,1372232,21441.1250
1546,15,20,87633,4381.6500,23,29,126200,5486.9565
1547,15,0,0,0.0000,62,113,1531080,24589.0792
1548,15,43,90558,2106.0000,39,30,38890,1001.4592
1549,15,20,85092,4254.6000,23,43,262400,11261.8026
