account_id,date,yr,mon,min_balance,max_balance
215,1998-06-08,1998,6,12402,19113
215,1998-07-08,1998,7,13177,15628
215,1998-08-08,1998,8,14278,16399
215,1998-09-08,1998,9,15383,17504
215,1998-10-08,1998,10,15412,18613
215,1998-11-08,1998,11,14153,18644
215,1998-12-08,1998,12,15022,17383
216,1994-05-16,1994,5,500,500
216,1994-06-11,1994,6,6960,6960
216,1994-07-11,1994,7,13420,13420
216,1994-08-11,1994,8,19880,19880
216,1994-09-11,1994,9,26040,26340
216,1994-10-11,1994,10,28652,32565
216,1994-11-11,1994,11,27015,33728
216,1994-12-11,1994,12,24368,32091
216,1995-01-11,1995,1,19766,26319
216,1995-02-11,1995,2,18358,24818
216,1995-03-11,1995,3,21896,28356
216,1995-04-11,1995,4,23528,29988
216,1995-05-11,1995,5,24094,31307
216,1995-06-11,1995,6,22702,29162
216,1995-07-11,1995,7,24663,31123
216,1995-08-11,1995,8,27134,33594
216,1995-09-11,1995,9,25910,32370
216,1995-10-11,1995,10,27584,34044
216,1995-11-11,1995,11,29262,35722
216,1995-12-11,1995,12,25104,31564
216,1996-01-11,1996,1,19813,28766
216,1996-02-11,1996,2,18408,24868
216,1996-03-11,1996,3,21946,28406
216,1996-04-11,1996,4,25500,31960
216,1996-05-11,1996,5,26548,33008
216,1996-06-11,1996,6,24065,30525
216,1996-07-11,1996,7,21973,28433
216,1996-08-11,1996,8,25532,31992
216,1996-09-11,1996,9,27104,33564
216,1996-10-11,1996,10,26984,33444
216,1996-11-11,1996,11,29666,36126
216,1996-12-11,1996,12,29114,36351
216,1997-01-11,1997,1,24975,31768
216,1997-02-11,1997,2,23594,30054
216,1997-03-11,1997,3,23225,29685
216,1997-04-11,1997,4,24184,30644
216,1997-05-11,1997,5,27750,34210
216,1997-06-11,1997,6,24626,31086
216,1997-07-11,1997,7,24995,31455
216,1997-08-11,1997,8,28565,35025
216,1997-09-11,1997,9,28490,35103
216,1997-10-11,1997,10,27124,33584
216,1997-11-11,1997,11,26048,36161
216,1997-12-11,1997,12,22677,31140
216,1998-01-11,1998,1,17474,25987
216,1998-02-11,1998,2,16060,22520
216,1998-03-11,1998,3,15753,24366
216,1998-04-11,1998,4,14336,20796
216,1998-05-11,1998,5,16338,22798
216,1998-06-11,1998,6,15009,21622
216,1998-07-11,1998,7,13580,20040
216,1998-08-11,1998,8,12792,19252
216,1998-09-11,1998,9,13503,19963
216,1998-10-11,1998,10,15617,22077
216,1998-11-11,1998,11,17342,23802
216,1998-12-11,1998,12,15660,22120
217,1995-01-20,1995,1,800,800
217,1995-02-11,1995,2,11876,15699
217,1995-03-11,1995,3,26775,27959
217,1995-04-11,1995,4,32135,39035
217,1995-05-11,1995,5,31833,43333
217,1995-06-11,1995,6,34681,48581
217,1995-07-11,1995,7,29345,40421
217,1995-08-11,1995,8,27164,38564
217,1995-09-11,1995,9,23320,34396
217,1995-10-11,1995,10,24040,35116
217,1995-11-11,1995,11,22441,36341
217,1995-12-11,1995,12,19086,35700
217,1996-01-11,1996,1,24141,35217
217,1996-02-11,1996,2,22058,33134
217,1996-03-11,1996,3,21268,32344
217,1996-04-11,1996,4,21359,35059
217,1996-05-11,1996,5,17991,29067
217,1996-06-11,1996,6,20995,37609
217,1996-07-11,1996,7,21842,32918
217,1996-08-11,1996,8,18447,29523
217,1996-09-11,1996,9,20346,31422
217,1996-10-11,1996,10,23255,34331
217,1996-11-11,1996,11,21589,32665
217,1996-12-11,1996,12,22617,39231
217,1997-01-11,1997,1,25308,36534
217,1997-02-11,1997,2,26760,37987
217,1997-03-11,1997,3,24214,35290
217,1997-04-11,1997,4,17947,29023
217,1997-05-11,1997,5,15654,26834
217,1997-06-11,1997,6,15760,32374
217,1997-07-11,1997,7,17419,28608
217,1997-08-11,1997,8,17334,28522
217,1997-09-11,1997,9,13349,24523
217,1997-10-11,1997,10,13949,25122
217,1997-11-11,1997,11,14548,25724
217,1997-12-11,1997,12,12750,29364
217,1998-01-11,1998,1,14294,25471
217,1998-02-11,1998,2,14797,25973
217,1998-03-11,1998,3,13299,24471
217,1998-04-11,1998,4,11097,22260
217,1998-05-11,1998,5,18786,29975
217,1998-06-11,1998,6,14201,30932
217,1998-07-11,1998,7,13459,24631
217,1998-08-11,1998,8,21157,32356
217,1998-09-11,1998,9,9182,20345
217,1998-10-11,1998,10,16871,27947
217,1998-11-11,1998,11,13744,29458
217,1998-12-11,1998,12,10285,26899
218,1996-02-06,1996,2,500,500
218,1996-03-08,1996,3,13600,44144
218,1996-04-06,1996,4,39387,52987
218,1996-05-23,1996,5,29001,76280
218,1996-06-14,1996,6,47980,120827
218,1996-07-26,1996,7,19363,39703
218,1996-08-04,1996,8,25926,29726
218,1996-09-28,1996,9,20630,59362
218,1996-10-28,1996,10,7358,64211
218,1996-11-28,1996,11,20772,39697
218,1996-12-30,1996,12,406,13006
218,1997-01-26,1997,1,-2172,45595
218,1997-02-28,1997,2,22647,22662
218,1997-03-06,1997,3,17547,115777
218,1997-04-08,1997,4,33754,102203
218,1997-05-03,1997,5,30738,98228
218,1997-06-12,1997,6,3261,110842
218,1997-07-25,1997,7,24952,53452
218,1997-08-08,1997,8,22475,56375
218,1997-09-09,1997,9,18365,38991
218,1997-10-15,1997,10,50876,110676
218,1997-11-02,1997,11,52709,146909
218,1997-12-18,1997,12,49559,123359
218,1998-01-18,1998,1,-15,45185
218,1998-02-11,1998,2,6092,97266
218,1998-03-15,1998,3,25767,56467
218,1998-04-18,1998,4,51424,124524
218,1998-05-23,1998,5,21405,104644
218,1998-06-01,1998,6,36174,92434
218,1998-07-18,1998,7,40978,72478
218,1998-08-10,1998,8,38186,145347
218,1998-09-09,1998,9,43439,73939
218,1998-10-20,1998,10,49578,86947
218,1998-11-17,1998,11,46765,90577
218,1998-12-09,1998,12,23675,42795
219,1995-09-06,1995,9,500,500
219,1995-10-06,1995,10,18266,21942
219,1995-11-06,1995,11,21542,39460
219,1995-12-06,1995,12,31460,58339
219,1996-01-06,1996,1,39639,57644
219,1996-02-06,1996,2,40744,58510
219,1996-03-06,1996,3,39398,57164
219,1996-04-06,1996,4,37002,54768
219,1996-05-06,1996,5,34637,52403
219,1996-06-06,1996,6,27903,54552
219,1996-07-06,1996,7,38448,56214
219,1996-08-06,1996,8,38085,55851
219,1996-09-06,1996,9,42268,60389
219,1996-10-06,1996,10,44510,60034
219,1996-11-06,1996,11,42073,62477
219,1996-12-06,1996,12,45241,68925
219,1997-01-06,1997,1,32250,63234
219,1997-02-06,1997,2,40762,50186
219,1997-03-06,1997,3,44064,58688
219,1997-04-06,1997,4,42698,60464
219,1997-05-06,1997,5,50346,62610
219,1997-06-06,1997,6,58878,77202
219,1997-07-06,1997,7,59980,76904
219,1997-08-06,1997,8,58388,78012
219,1997-09-06,1997,9,55497,76421
219,1997-10-06,1997,10,54195,71961
219,1997-11-06,1997,11,54204,73048
219,1997-12-06,1997,12,58061,81085
219,1998-01-06,1998,1,47188,72972
219,1998-02-06,1998,2,53652,65176
219,1998-03-06,1998,3,58410,71634
219,1998-04-06,1998,4,57674,76418
219,1998-05-06,1998,5,53486,75690
219,1998-06-06,1998,6,41130,80374
219,1998-07-06,1998,7,47314,59138
219,1998-08-06,1998,8,42946,65270
219,1998-09-06,1998,9,43992,60916
219,1998-10-06,1998,10,42722,61946
219,1998-11-06,1998,11,44451,60675
219,1998-12-06,1998,12,47422,71286
220,1993-04-09,1993,4,400,400
220,1993-05-08,1993,5,5671,5671
220,1993-06-08,1993,6,10942,10942
220,1993-07-08,1993,7,16213,16213
220,1993-08-08,1993,8,21484,21484
220,1993-09-08,1993,9,23660,26755
220,1993-10-08,1993,10,25881,28976
220,1993-11-08,1993,11,22226,31241
220,1993-12-08,1993,12,24095,27590
220,1994-01-08,1994,1,15714,28009
220,1994-02-08,1994,2,17485,21060
220,1994-03-08,1994,3,14820,20091
220,1994-04-08,1994,4,19231,22326
220,1994-05-08,1994,5,20029,24564
220,1994-06-08,1994,6,19599,24870
220,1994-07-08,1994,7,18747,24018
220,1994-08-08,1994,8,19697,24968
220,1994-09-08,1994,9,24126,27221
220,1994-10-08,1994,10,20776,28679
220,1994-11-08,1994,11,18047,26047
220,1994-12-08,1994,12,19573,23318
220,1995-01-08,1995,1,13154,23629
220,1995-02-08,1995,2,14910,18485
220,1995-03-08,1995,3,15231,20226
220,1995-04-08,1995,4,17160,20555
220,1995-05-08,1995,5,14230,21205
220,1995-06-08,1995,6,13761,19556
220,1995-07-08,1995,7,15985,19080
220,1995-08-08,1995,8,13909,21304
220,1995-09-08,1995,9,11559,19234
220,1995-10-08,1995,10,13776,16871
220,1995-11-08,1995,11,12090,19085
220,1995-12-08,1995,12,12711,17406
220,1996-01-08,1996,1,13167,18022
220,1996-02-08,1996,2,14084,18479
220,1996-03-08,1996,3,11704,19399
220,1996-04-08,1996,4,13924,17019
220,1996-05-08,1996,5,16139,19234
220,1996-06-08,1996,6,14264,21459
220,1996-07-08,1996,7,12092,19587
220,1996-08-08,1996,8,14312,17407
220,1996-09-08,1996,9,16529,19624
220,1996-10-08,1996,10,15475,21850
220,1996-11-08,1996,11,17705,20800
220,1996-12-08,1996,12,19636,23031
220,1997-01-08,1997,1,14436,22091
220,1997-02-08,1997,2,15227,19762
220,1997-03-08,1997,3,14491,20546
220,1997-04-08,1997,4,16714,19809
220,1997-05-08,1997,5,18940,22035
220,1997-06-08,1997,6,19476,24271
220,1997-07-08,1997,7,21718,24813
220,1997-08-08,1997,8,19565,25860
220,1997-09-08,1997,9,21821,24916
220,1997-10-08,1997,10,22388,27163
220,1997-11-08,1997,11,24642,27737
220,1997-12-08,1997,12,25491,29996
220,1998-01-08,1998,1,18667,30852
220,1998-02-08,1998,2,20926,24021
220,1998-03-08,1998,3,18593,23864
220,1998-04-08,1998,4,23018,26113
220,1998-05-08,1998,5,25269,28364
220,1998-06-08,1998,6,19681,30626
220,1998-07-08,1998,7,21931,25026
220,1998-08-08,1998,8,24179,27274
220,1998-09-08,1998,9,26435,29530
220,1998-10-08,1998,10,28701,31796
220,1998-11-08,1998,11,30976,34071
220,1998-12-08,1998,12,28391,36356
221,1996-10-30,1996,10,300,300
221,1996-11-09,1996,11,21734,23941
221,1996-12-09,1996,12,38892,56092
221,1997-01-09,1997,1,44031,60431
221,1997-02-09,1997,2,47630,65630
221,1997-03-09,1997,3,42353,69249
221,1997-04-09,1997,4,38402,63998
221,1997-05-09,1997,5,33029,60025
221,1997-06-09,1997,6,25655,65351
221,1997-07-09,1997,7,29519,47215
221,1997-08-09,1997,8,34178,51074
221,1997-09-09,1997,9,33052,55748
221,1997-10-09,1997,10,32040,54636
221,1997-11-09,1997,11,29961,53618
221,1997-12-09,1997,12,28161,60312
221,1998-01-09,1998,1,32623,58919
221,1998-02-09,1998,2,35229,54225
221,1998-03-09,1998,3,34409,56805
221,1998-04-09,1998,4,37199,55995
221,1998-05-09,1998,5,37687,58783
221,1998-06-09,1998,6,36702,69998
221,1998-07-09,1998,7,38809,58305
221,1998-08-09,1998,8,37904,60400
221,1998-09-09,1998,9,36902,59498
221,1998-10-09,1998,10,37195,58491
221,1998-11-09,1998,11,34556,55990
221,1998-12-09,1998,12,58305,67301
222,1993-03-15,1993,3,500,500
222,1993-04-10,1993,4,30409,34909
222,1993-05-10,1993,5,43490,64890
222,1993-06-10,1993,6,58562,95262
222,1993-07-10,1993,7,58290,93190
222,1993-08-10,1993,8,36913,92942
222,1993-09-10,1993,9,37225,71525
222,1993-10-10,1993,10,46879,71779
222,1993-11-10,1993,11,52856,81456
222,1993-12-10,1993,12,40693,102048
222,1994-01-10,1994,1,22805,61279
222,1994-02-10,1994,2,24643,59052
222,1994-03-10,1994,3,46480,68780
222,1994-04-10,1994,4,35944,70616
222,1994-05-10,1994,5,45901,80631
222,1994-06-10,1994,6,38457,90071
222,1994-07-10,1994,7,47776,82185
222,1994-08-10,1994,8,49584,83993
222,1994-09-10,1994,9,54305,88714
222,1994-10-10,1994,10,53509,88280
222,1994-11-10,1994,11,46466,80875
222,1994-12-10,1994,12,50200,101814
222,1995-01-10,1995,1,32578,66987
222,1995-02-10,1995,2,27940,62570
222,1995-03-10,1995,3,41155,75847
222,1995-04-10,1995,4,47933,82676
222,1995-05-10,1995,5,47361,82082
222,1995-06-10,1995,6,54467,106492
222,1995-07-10,1995,7,65977,100386
222,1995-08-10,1995,8,53205,87614
222,1995-09-10,1995,9,49956,84705
222,1995-10-10,1995,10,48343,89399
222,1995-11-10,1995,11,52137,82951
222,1995-12-10,1995,12,45381,103751
222,1996-01-10,1996,1,32260,80111
222,1996-02-10,1996,2,41879,66879
222,1996-03-10,1996,3,47009,76409
222,1996-04-10,1996,4,47877,81577
222,1996-05-10,1996,5,39656,74065
222,1996-06-10,1996,6,34653,97323
222,1996-07-10,1996,7,43037,69237
222,1996-08-10,1996,8,34379,72779
222,1996-09-10,1996,9,37808,69008
222,1996-10-10,1996,10,28506,62915
222,1996-11-10,1996,11,37893,63993
222,1996-12-10,1996,12,48819,89619
222,1997-01-10,1997,1,36550,72580
222,1997-02-10,1997,2,45442,71142
222,1997-03-10,1997,3,49794,79994
222,1997-04-10,1997,4,33665,84378
222,1997-05-10,1997,5,35440,68074
222,1997-06-10,1997,6,56219,87219
222,1997-07-10,1997,7,39069,88382
222,1997-08-10,1997,8,28245,68368
222,1997-09-10,1997,9,38606,62806
222,1997-10-10,1997,10,42728,73128
222,1997-11-10,1997,11,38958,73367
222,1997-12-10,1997,12,34559,86173
222,1998-01-10,1998,1,30600,79400
222,1998-02-10,1998,2,31064,65164
222,1998-03-10,1998,3,30980,65580
222,1998-04-10,1998,4,26297,65497
222,1998-05-10,1998,5,22005,60805
222,1998-06-10,1998,6,22963,73699
222,1998-07-10,1998,7,23849,57449
222,1998-08-10,1998,8,25033,58333
222,1998-09-10,1998,9,50521,59521
222,1998-10-10,1998,10,34271,85071
222,1998-11-10,1998,11,24230,68830
222,1998-12-10,1998,12,59765,75940
223,1995-06-13,1995,6,800,800
223,1995-07-13,1995,7,13000,13000
223,1995-08-04,1995,8,42703,57703
223,1995-09-11,1995,9,31818,31996
223,1995-10-12,1995,10,29496,76631
223,1995-11-10,1995,11,52331,52649
223,1995-12-10,1995,12,40649,40968
223,1996-01-09,1996,1,33268,33586
223,1996-02-26,1996,2,26086,71686
223,1996-03-09,1996,3,45886,46183
223,1996-04-08,1996,4,31383,31681
223,1996-05-08,1996,5,24481,24778
223,1996-06-04,1996,6,41765,64365
223,1996-07-07,1996,7,31664,31838
223,1996-08-06,1996,8,30338,30511
223,1996-09-05,1996,9,31911,32085
223,1996-10-05,1996,10,26485,26659
223,1996-11-04,1996,11,26859,27033
223,1996-12-04,1996,12,26733,26907
223,1997-01-03,1997,1,27707,27881
223,1997-02-02,1997,2,33281,33455
223,1997-03-04,1997,3,33155,33329
223,1997-04-03,1997,4,34029,34203
223,1997-05-28,1997,5,35103,51144
223,1997-06-14,1997,6,24629,42829
223,1997-07-05,1997,7,28864,70367
223,1997-08-04,1997,8,39922,51619
223,1997-09-05,1997,9,33872,38287
223,1997-10-31,1997,10,32572,32713
223,1997-11-02,1997,11,25198,31398
223,1997-12-27,1997,12,22404,25209
223,1998-01-12,1998,1,23394,25498
223,1998-02-03,1998,2,23584,25589
223,1998-03-08,1998,3,46067,63267
223,1998-04-30,1998,4,39532,39723
223,1998-05-16,1998,5,36108,38108
223,1998-06-10,1998,6,29456,35306
223,1998-07-31,1998,7,43492,43639
223,1998-08-31,1998,8,44024,44205
223,1998-09-30,1998,9,41690,41873
223,1998-10-31,1998,10,39359,39531
223,1998-11-19,1998,11,30917,37117
223,1998-12-27,1998,12,24857,28257
224,1996-10-27,1996,10,1100,1100
224,1996-11-11,1996,11,6876,6876
224,1996-12-11,1996,12,12652,12652
224,1997-01-11,1997,1,18428,18428
224,1997-02-11,1997,2,23204,24204
224,1997-03-11,1997,3,24894,28997
224,1997-04-11,1997,4,21195,26998
224,1997-05-11,1997,5,17759,23535
224,1997-06-11,1997,6,13026,25879
224,1997-07-11,1997,7,15361,18864
224,1997-08-11,1997,8,17680,21183
224,1997-09-11,1997,9,20009,23512
224,1997-10-11,1997,10,22047,25850
224,1997-11-11,1997,11,22995,27898
224,1997-12-11,1997,12,20050,28853
224,1998-01-11,1998,1,12772,25905
224,1998-02-11,1998,2,14208,18611
224,1998-03-11,1998,3,15164,20027
224,1998-04-11,1998,4,14185,20988
224,1998-05-11,1998,5,14507,20010
224,1998-06-11,1998,6,14848,20331
224,1998-07-11,1998,7,13010,20673
224,1998-08-11,1998,8,15330,18833
224,1998-09-11,1998,9,14049,21152
224,1998-10-11,1998,10,16370,19873
224,1998-11-11,1998,11,18293,22196
224,1998-12-11,1998,12,19275,24128
225,1993-07-28,1993,7,1000,1000
225,1993-08-09,1993,8,6078,16389
225,1993-09-09,1993,9,21467,24141
225,1993-10-09,1993,10,24519,29219
225,1993-11-09,1993,11,25297,29697
225,1993-12-09,1993,12,29015,33017
225,1994-01-09,1994,1,14499,26861
225,1994-02-09,1994,2,14485,21442
225,1994-03-09,1994,3,18044,23122
225,1994-04-09,1994,4,18316,23888
225,1994-05-09,1994,5,16050,21128
225,1994-06-09,1994,6,17618,25235
225,1994-07-09,1994,7,18569,24211
225,1994-08-09,1994,8,20067,26848
225,1994-09-09,1994,9,18290,23866
225,1994-10-09,1994,10,20469,25547
225,1994-11-09,1994,11,21651,26729
225,1994-12-09,1994,12,22738,30355
225,1995-01-09,1995,1,14470,27292
225,1995-02-09,1995,2,11159,22235
225,1995-03-09,1995,3,13510,23389
225,1995-04-09,1995,4,19991,26108
225,1995-05-09,1995,5,22711,27789
225,1995-06-09,1995,6,21017,31719
225,1995-07-09,1995,7,17735,25931
225,1995-08-09,1995,8,18428,27106
225,1995-09-09,1995,9,23709,30806
225,1995-10-09,1995,10,27409,33419
225,1995-11-09,1995,11,30022,35100
225,1995-12-09,1995,12,31162,38779
225,1996-01-09,1996,1,17687,35094
225,1996-02-09,1996,2,14408,23873
225,1996-03-09,1996,3,17955,26313
225,1996-04-09,1996,4,22915,29008
225,1996-05-09,1996,5,25610,30688
225,1996-06-09,1996,6,19467,28796
225,1996-07-09,1996,7,25398,32103
225,1996-08-09,1996,8,28705,37629
225,1996-09-09,1996,9,34232,40973
225,1996-10-09,1996,10,37575,42653
225,1996-11-09,1996,11,38526,43881
225,1996-12-09,1996,12,39043,47046
225,1997-01-09,1997,1,32805,46287
225,1997-02-09,1997,2,29571,40405
225,1997-03-09,1997,3,37008,42086
225,1997-04-09,1997,4,37554,47519
225,1997-05-09,1997,5,44121,50199
225,1997-06-09,1997,6,27737,55259
225,1997-07-09,1997,7,24548,43891
225,1997-08-09,1997,8,43393,48471
225,1997-09-09,1997,9,44785,50063
225,1997-10-09,1997,10,51265,56567
225,1997-11-09,1997,11,53870,59185
225,1997-12-09,1997,12,58388,66268
225,1998-01-09,1998,1,37226,60853
225,1998-02-09,1998,2,41294,47317
225,1998-03-09,1998,3,49157,54449
225,1998-04-09,1998,4,53851,59165
225,1998-05-09,1998,5,58467,63800
225,1998-06-09,1998,6,44597,70519
225,1998-07-09,1998,7,52971,60194
225,1998-08-09,1998,8,69985,75063
225,1998-09-09,1998,9,62952,77208
225,1998-10-09,1998,10,73811,84911
225,1998-11-09,1998,11,81514,88345
225,1998-12-09,1998,12,84948,92940
226,1997-02-23,1997,2,1000,1000
226,1997-03-08,1997,3,20059,22580
226,1997-04-08,1997,4,32839,41639
226,1997-05-08,1997,5,43602,52002
226,1997-06-08,1997,6,48939,72339
226,1997-07-08,1997,7,45057,68185
226,1997-08-08,1997,8,37549,56608
226,1997-09-08,1997,9,44159,61387
226,1997-10-08,1997,10,36526,55585
226,1997-11-08,1997,11,45863,60891
226,1997-12-08,1997,12,41039,69627
226,1998-01-08,1998,1,31201,64549
226,1998-02-08,1998,2,25271,47368
226,1998-03-08,1998,3,50484,66412
226,1998-04-08,1998,4,40481,59540
226,1998-05-08,1998,5,40114,59173
226,1998-06-08,1998,6,56305,80433
226,1998-07-08,1998,7,51205,75585
226,1998-08-08,1998,8,48513,67572
226,1998-09-08,1998,9,50350,68390
226,1998-10-08,1998,10,45263,70203
226,1998-11-08,1998,11,43567,64507
226,1998-12-08,1998,12,44284,72324
227,1995-03-28,1995,3,700,700
227,1995-04-12,1995,4,35292,45392
227,1995-05-12,1995,5,52004,80004
227,1995-06-12,1995,6,42000,119200
227,1995-07-12,1995,7,51531,86931
227,1995-08-12,1995,8,51306,96406
227,1995-09-12,1995,9,30717,75409
227,1995-10-12,1995,10,28924,79864
227,1995-11-12,1995,11,19765,64457
227,1995-12-12,1995,12,29342,96380
227,1996-01-12,1996,1,22364,67056
227,1996-02-12,1996,2,22157,66849
227,1996-03-12,1996,3,17723,62415
227,1996-04-12,1996,4,32723,77415
227,1996-05-12,1996,5,42752,87444
227,1996-06-12,1996,6,44310,111348
227,1996-07-12,1996,7,45716,90408
227,1996-08-12,1996,8,41665,86357
227,1996-09-12,1996,9,45213,89905
227,1996-10-12,1996,10,39865,84557
227,1996-11-12,1996,11,40099,84791
227,1996-12-12,1996,12,29462,106662
227,1997-01-12,1997,1,12138,56830
227,1997-02-12,1997,2,15959,60651
227,1997-03-12,1997,3,20106,64798
227,1997-04-12,1997,4,31271,75963
227,1997-05-12,1997,5,30097,74789
227,1997-06-12,1997,6,33483,100521
227,1997-07-12,1997,7,41545,86237
227,1997-08-12,1997,8,24302,71002
227,1997-09-12,1997,9,15052,59744
227,1997-10-12,1997,10,19565,64257
227,1997-11-12,1997,11,20788,65480
227,1997-12-12,1997,12,21497,88535
227,1998-01-12,1998,1,13982,58674
227,1998-02-12,1998,2,20164,65090
227,1998-03-12,1998,3,43994,88686
227,1998-04-12,1998,4,17600,62292
227,1998-05-12,1998,5,23509,68456
227,1998-06-12,1998,6,33060,100098
227,1998-07-12,1998,7,26836,71528
227,1998-08-12,1998,8,10491,55387
227,1998-09-12,1998,9,17391,62083
227,1998-10-12,1998,10,13708,58622
227,1998-11-12,1998,11,14726,59650
227,1998-12-12,1998,12,17854,85195
228,1993-09-28,1993,9,800,800
228,1993-10-13,1993,10,22402,22614
228,1993-11-13,1993,11,32416,44216
228,1993-12-13,1993,12,46919,64919
228,1994-01-13,1994,1,45266,68666
228,1994-02-13,1994,2,44504,67062
228,1994-03-13,1994,3,42766,64368
228,1994-04-13,1994,4,40712,62770
228,1994-05-13,1994,5,38961,60563
228,1994-06-13,1994,6,19510,71048
228,1994-07-13,1994,7,17707,39309
228,1994-08-13,1994,8,28014,49616
228,1994-09-13,1994,9,34755,56357
228,1994-10-13,1994,10,38043,59721
228,1994-11-13,1994,11,36270,57872
228,1994-12-13,1994,12,38239,70642
228,1995-01-13,1995,1,21858,60956
228,1995-02-13,1995,2,20067,41669
228,1995-03-13,1995,3,27069,48671
228,1995-04-13,1995,4,30802,52404
228,1995-05-13,1995,5,34846,56448
228,1995-06-13,1995,6,34500,66903
228,1995-07-13,1995,7,30660,60094
228,1995-08-13,1995,8,28714,50316
228,1995-09-13,1995,9,31944,53546
228,1995-10-13,1995,10,32985,54587
228,1995-11-13,1995,11,34029,55631
228,1995-12-13,1995,12,28731,61134
228,1996-01-13,1996,1,20553,42155
228,1996-02-13,1996,2,21838,43440
228,1996-03-13,1996,3,23189,44791
228,1996-04-13,1996,4,28094,49696
228,1996-05-13,1996,5,26403,48005
228,1996-06-13,1996,6,26509,58912
228,1996-07-13,1996,7,22061,46739
228,1996-08-13,1996,8,20205,41807
228,1996-09-13,1996,9,22986,44588
228,1996-10-13,1996,10,23315,44917
228,1996-11-13,1996,11,20449,42051
228,1996-12-13,1996,12,23392,55795
228,1997-01-13,1997,1,25150,51616
228,1997-02-13,1997,2,15181,36783
228,1997-03-13,1997,3,15504,37106
228,1997-04-13,1997,4,33131,54733
228,1997-05-13,1997,5,18907,49153
228,1997-06-13,1997,6,24631,57034
228,1997-07-13,1997,7,21709,53109
228,1997-08-13,1997,8,39388,60990
228,1997-09-13,1997,9,21491,43093
228,1997-10-13,1997,10,34829,56431
228,1997-11-13,1997,11,18007,39609
228,1997-12-13,1997,12,35652,68055
228,1998-01-13,1998,1,15977,56023
228,1998-02-13,1998,2,27591,49193
228,1998-03-13,1998,3,45236,66838
228,1998-04-13,1998,4,16098,37700
228,1998-05-13,1998,5,33746,55348
228,1998-06-13,1998,6,48654,81057
228,1998-07-13,1998,7,55751,77353
228,1998-08-13,1998,8,20021,41623
228,1998-09-13,1998,9,36011,57613
228,1998-10-13,1998,10,53697,75299
228,1998-11-13,1998,11,18958,40560
228,1998-12-13,1998,12,36625,69028
229,1997-06-07,1997,6,1100,6610
229,1997-07-11,1997,7,12102,12130
229,1997-08-11,1997,8,17622,17649
229,1997-09-11,1997,9,23141,23169
229,1997-10-11,1997,10,26156,28661
229,1997-11-11,1997,11,23916,29408
229,1997-12-11,1997,12,28838,32493
229,1998-01-11,1998,1,14007,29072
229,1998-02-11,1998,2,17074,19579
229,1998-03-11,1998,3,15725,21217
229,1998-04-11,1998,4,16240,21625
229,1998-05-11,1998,5,15696,21188
229,1998-06-11,1998,6,17411,23516
229,1998-07-11,1998,7,20467,22972
229,1998-08-11,1998,8,19140,25325
229,1998-09-11,1998,9,18436,24701
229,1998-10-11,1998,10,21491,23996
229,1998-11-11,1998,11,21748,27053
229,1998-12-11,1998,12,24116,27321
230,1996-02-26,1996,2,600,600
230,1996-03-05,1996,3,18093,21207
230,1996-04-05,1996,4,33000,38700
230,1996-05-05,1996,5,39790,50590
230,1996-06-05,1996,6,45872,66172
230,1996-07-05,1996,7,39436,63536
230,1996-08-05,1996,8,31818,57118
230,1996-09-05,1996,9,26806,44430
230,1996-10-05,1996,10,27999,44299
230,1996-11-05,1996,11,24807,45607
230,1996-12-05,1996,12,27919,51159
230,1997-01-05,1997,1,19087,44327
230,1997-02-05,1997,2,20032,36692
230,1997-03-05,1997,3,18899,37599
230,1997-04-05,1997,4,23774,36474
230,1997-05-05,1997,5,19898,37391
230,1997-06-05,1997,6,19939,51479
230,1997-07-05,1997,7,17640,37520
230,1997-08-05,1997,8,23510,35210
230,1997-09-05,1997,9,29483,41083
230,1997-10-05,1997,10,32579,47079
230,1997-11-05,1997,11,37096,50196
230,1997-12-05,1997,12,44095,63475
230,1998-01-05,1998,1,33798,61038
230,1998-02-05,1998,2,39663,51463
230,1998-03-05,1998,3,39901,57301
230,1998-04-05,1998,4,34992,57552
230,1998-05-05,1998,5,38935,52635
230,1998-06-05,1998,6,40481,65321
230,1998-07-05,1998,7,35558,58158
230,1998-08-05,1998,8,29098,53198
230,1998-09-05,1998,9,22225,46725
230,1998-10-05,1998,10,18210,39810
230,1998-11-05,1998,11,13473,35773
230,1998-12-05,1998,12,11761,39761
231,1995-04-03,1995,4,900,4021
231,1995-05-11,1995,5,7131,7148
231,1995-06-11,1995,6,10258,10275
231,1995-07-11,1995,7,13385,13401
231,1995-08-11,1995,8,14438,16511
231,1995-09-11,1995,9,15504,17577
231,1995-10-11,1995,10,16589,18662
231,1995-11-11,1995,11,17679,19752
231,1995-12-11,1995,12,18773,20846
231,1996-01-11,1996,1,15652,21135
231,1996-02-11,1996,2,15669,18822
231,1996-03-11,1996,3,15709,18832
231,1996-04-11,1996,4,16167,18870
231,1996-05-11,1996,5,16557,19330
231,1996-06-11,1996,6,17650,19723
231,1996-07-11,1996,7,17144,20817
231,1996-08-11,1996,8,15541,20314
231,1996-09-11,1996,9,13745,18708
231,1996-10-11,1996,10,14632,16905
231,1996-11-11,1996,11,15715,17788
231,1996-12-11,1996,12,16441,18874
231,1997-01-11,1997,1,13391,18044
231,1997-02-11,1997,2,14475,16548
231,1997-03-11,1997,3,15556,17629
231,1997-04-11,1997,4,16641,18714
